old_label,old_id,new_label,new_id,note
Methode,meth_urban_mining,Methode,meth_urban_mining_und_scouting,C2 collapse
Methode,meth_building_material_scouting,Methode,meth_urban_mining_und_scouting,C2 collapse
Methode,meth_reuse_assessment,Methode,meth_bestands_und_reuse_assessment,C2 collapse
Methode,meth_pre_deconstruction_audit,Methode,meth_bestands_und_reuse_assessment,C2 collapse
Methode,meth_form_follows_availability,Methode,meth_verfuegbarkeitsbasiertes_design,C2 collapse
Methode,meth_wiederverwendungskriterien,Methode,meth_verfuegbarkeitsbasiertes_design,C2 collapse
Methode,meth_design_for_disassembly,Methode,meth_reversibles_design,C2 collapse
Methode,meth_reversibilitaet,Methode,meth_reversibles_design,C2 collapse
Methode,meth_reuse_ausschreibung,Methode,meth_zirkulaere_beschaffung,C2 collapse
Methode,meth_zirkulaere_ausschreibung,Methode,meth_zirkulaere_beschaffung,C2 collapse
Methode,meth_bauteilkatalogisierung,Methode,meth_dokumentation_und_monitoring,C2 collapse
Methode,meth_materialinventur,Methode,meth_dokumentation_und_monitoring,C2 collapse
Methode,meth_abrissmonitoring,Methode,meth_dokumentation_und_monitoring,C2 collapse
Aufbereitungsverfahren,av_reinigung,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_beton_anhaftungen_entfernen,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_glas_reinigung_entkitten,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_aluminium_reinigung_entdichtung,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_naturstein_reinigung_schleifen_zuschnitt,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_moertelentfernung_ziegel,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_lehm_sieben_mischen,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_hobeln_schleifen_holz,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_sandstrahlen,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_entrosten_korrosionsbehandlung,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_korrosionsschutz_beschichten,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_oberflaechenbehandlung_metall,Aufbereitungsverfahren,av_reinigung_und_oberflaeche,C4 collapse
Aufbereitungsverfahren,av_zuschnitt,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_drahtglasschneiden,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_entmoertelung_von_fliesen,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_holz_zuschnitt_reparatur,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_betonfertigteil_saegen,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_mauerwerk_diamantsaegen_modul,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_stahl_zuschnitt_bohrung,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_daemmstoff_zuschnitt,Aufbereitungsverfahren,av_zuschnitt_und_vereinzelung,C4 collapse
Aufbereitungsverfahren,av_qualitaetssicherung,Aufbereitungsverfahren,av_pruefung_sortierung_qs,C4 collapse
Aufbereitungsverfahren,av_holz_festigkeitssortierung,Aufbereitungsverfahren,av_pruefung_sortierung_qs,C4 collapse
Aufbereitungsverfahren,av_glas_pruefung_sortierung,Aufbereitungsverfahren,av_pruefung_sortierung_qs,C4 collapse
Aufbereitungsverfahren,av_betonfertigteil_tagging_sortierung,Aufbereitungsverfahren,av_pruefung_sortierung_qs,C4 collapse
Aufbereitungsverfahren,av_aluminiumfenster_pruefung_sortierung,Aufbereitungsverfahren,av_pruefung_sortierung_qs,C4 collapse
Aufbereitungsverfahren,av_holz_trocknung_feuchtekonditionierung,Aufbereitungsverfahren,av_pruefung_sortierung_qs,C4 collapse
Aufbereitungsverfahren,av_reparatur,Aufbereitungsverfahren,av_reparatur_und_refurbishment,C4 collapse
Aufbereitungsverfahren,av_rekonditionierung,Aufbereitungsverfahren,av_reparatur_und_refurbishment,C4 collapse
Aufbereitungsverfahren,av_leuchten_refurbishment,Aufbereitungsverfahren,av_reparatur_und_refurbishment,C4 collapse
Aufbereitungsverfahren,av_fenster_refurbishment,Aufbereitungsverfahren,av_reparatur_und_refurbishment,C4 collapse
Aufbereitungsverfahren,av_aluminiumfenster_beschlag_dichtung,Aufbereitungsverfahren,av_reparatur_und_refurbishment,C4 collapse
Aufbereitungsverfahren,av_remanufacturing,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,C4 collapse
Aufbereitungsverfahren,av_holzaufbereitung,Aufbereitungsverfahren,av_remanufacturing_und_upcycling,C4 collapse
Aufbereitungsverfahren,av_verstaerkung,Aufbereitungsverfahren,av_verstaerkung_und_schutz,C4 collapse
Ressourcenquelle,rq_donorgebaeude,Ressourcenquelle,rq_externer_spenderbau,C1 replace
Ressourcenquelle,rq_donor_infrastruktur,Ressourcenquelle,rq_externer_spenderbau,C1 replace
Ressourcenquelle,rq_baustelle,Ressourcenquelle,rq_eigener_bestand,C1 replace
Ressourcenquelle,rq_bauteilboerse,Ressourcenquelle,rq_bauteilmarkt_oder_lager,C1 replace
Ressourcenquelle,rq_haendler,Ressourcenquelle,rq_bauteilmarkt_oder_lager,C1 replace
Ressourcenquelle,rq_lager,Ressourcenquelle,rq_bauteilmarkt_oder_lager,C1 replace
Ressourcenquelle,rq_supplier_stock,Ressourcenquelle,rq_bauteilmarkt_oder_lager,C1 replace
Ressourcenquelle,rq_materialstockpile,Ressourcenquelle,rq_bauteilmarkt_oder_lager,C1 replace
Ressourcenquelle,rq_borrowed_material_pool,Ressourcenquelle,rq_leihgabe_oder_service,C1 replace
Ressourcenquelle,rq_produktionsueberschuss,Ressourcenquelle,rq_restposten_abfall_unbekannt,C1 replace
Ressourcenquelle,rq_reclaimed_stock,Ressourcenquelle,rq_restposten_abfall_unbekannt,C1 replace
Ressourcenquelle,rq_surplus_stock,Ressourcenquelle,rq_restposten_abfall_unbekannt,C1 replace
Ressourcenquelle,rq_construction_waste_stream,Ressourcenquelle,rq_restposten_abfall_unbekannt,C1 replace
Ressourcenquelle,rq_demolition_waste_stream,Ressourcenquelle,rq_restposten_abfall_unbekannt,C1 replace
Ressourcenquelle,rq_unbekannt,Ressourcenquelle,rq_restposten_abfall_unbekannt,C1 replace
Ressourcenquelle,rq_unknown_documented_source,Ressourcenquelle,rq_restposten_abfall_unbekannt,C1 replace
