eid,kind,type,subject,object,old_status,old_url,result,new_url,new_quote,mode,match,score,candidates_tried,agent_id
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:19,node,Akteur,Cantillon,,QUOTE_MISMATCH,https://www.constructionnews.co.uk/contractors/cantillon-rebranded-as-morrisroe-demolition-25-07-2023/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:610,node,Akteur,Bauteilbörse Hannover,,LINK_DEAD,https://bauteilboerse-hannover.de/,RECOVERED,https://restado.de/profil/bauteilboerse-hannover/,Bauteilbörse Hannover,STRICT,STRONG,1.00,2,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:738,node,Akteur,CSTB,,QUOTE_MISMATCH,https://www.cstb.fr/nos-offres/toutes-nos-offres/accompagner-developpement-reemploi,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:741,node,Akteur,Bellastock,,QUOTE_MISMATCH,https://experimentationsurbaines.ademe.fr/blog/ressource/programmes-repar-1-et-2/,STILL_UNVERIFIED,,,,,,7,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:754,node,Akteur,Minéka,,QUOTE_MISMATCH,https://librairie.ademe.fr/economie-circulaire-et-dechets/5516-reemploi-des-materiaux-de-construction.html,STILL_UNVERIFIED,,,,,,3,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:923,node,Akteur,Stadt Kassel,,QUOTE_MISMATCH,https://baumab-kassel.de/impressum/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5078,node,Akteur,Skanska Finland,,LIKELY_REVIEW,https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/,RECOVERED,https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/,"vuonna 2021 kaynnistyneessa ja syyskuuhun 2026 jatkuvassa tampereen yliopiston johtamassa hankkeessa ovat mukana skanska, consolis parma, ramboll finland, umacon, liike oy arkkitehtistudio seka tampereen kaupunki.",QUOTE_REPAIR,VERBATIM,1.00,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5081,node,Akteur,Umacon,,QUOTE_MISMATCH,https://recreate-project.eu/tag/consolis-parma/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5418,node,Akteur,Metso Oyj,,QUOTE_MISMATCH,https://parma.fi/betonielementtien-uudelleenkayttoa-koeponnistettu-onnistuneesti-recreate-hankkeen-minipiloteissa/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5696,node,Akteur,AKT II,,QUOTE_MISMATCH,https://en.wikipedia.org/wiki/AKT_II,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5697,node,Akteur,Symmetrys,,QUOTE_MISMATCH,https://symmetrys.com/about-us/,STILL_UNVERIFIED,,,,,,1,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5901,node,Akteur,Superuse Studios / 2012Architecten,,LIKELY_REVIEW,https://www.superuse-studios.com/publication/harvest-collect-re-use/,RECOVERED,https://www.superuse-studios.com/publication/harvest-collect-re-use/,"- superuse studios {""@context"":""https:\/\/schema.org"",""@graph"":[{""@type"":""webpage"",""@id"":""https:\/\/www.superuse-studios.com\/publication\/harvest-collect-re-use\/"",""url"":""https:\/\/www.superuse-studios.com\/publication\/harvest-collect-re-use\/"",""name"":""harvest!",QUOTE_REPAIR,VERBATIM,1.00,2,CEG-R3
4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:6096,node,Akteur,Stiftung Edith Maryon,,LINK_DEAD,https://www.maryon.ch/,STILL_UNVERIFIED,,,,,,1,CEG-R3
