anchor_id,rel_type,target_id,target_label,evidence_url,evidence_quote,line_ref,evidence_basis,source_note,evidence_status,why_accepted_now,canonical_evidence_url,quelle_id
bauteilboerse_basel_overall,NUTZT_MATERIAL,mat_holz,Holz / Parkett,https://bauteilboerse-basel.ch/,"Die Bauteilbörse rettet Bauteile, bevor sie Abfall werden ... Das und mehr findest du bei uns: Fenster, Parkett, Heizkörper, Backöfen, Toiletten, Lavabos, Spülbecken, Kochfelder, Schränke, Kachelöfen, Lampen, Kühlschränke...",L22-L23; L101-L111,DIRECT_FIRST_PARTY_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://bauteilboerse-basel.ch/,q_url_4e8c85c4157cf3d47874ac1255a96491
bauteilboerse_basel_overall,HAT_BAUTEILTYP,bt_fenster,Fenster,https://bauteilboerse-basel.ch/,"Die Bauteilbörse rettet Bauteile, bevor sie Abfall werden ... Das und mehr findest du bei uns: Fenster, Parkett, Heizkörper, Backöfen, Toiletten, Lavabos, Spülbecken, Kochfelder, Schränke, Kachelöfen, Lampen, Kühlschränke...",L22-L23; L101-L111,DIRECT_FIRST_PARTY_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://bauteilboerse-basel.ch/,q_url_4e8c85c4157cf3d47874ac1255a96491
bauteilboerse_basel_overall,HAT_BAUTEILTYP,bt_boden,Boden / Parkett,https://bauteilboerse-basel.ch/,"Die Bauteilbörse rettet Bauteile, bevor sie Abfall werden ... Das und mehr findest du bei uns: Fenster, Parkett, Heizkörper, Backöfen, Toiletten, Lavabos, Spülbecken, Kochfelder, Schränke, Kachelöfen, Lampen, Kühlschränke...",L22-L23; L101-L111,DIRECT_FIRST_PARTY_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://bauteilboerse-basel.ch/,q_url_4e8c85c4157cf3d47874ac1255a96491
bauteilboerse_basel_overall,HAT_BAUTEILTYP,bt_technik,Technik / Heizung-Sanitär-Elektro,https://bauteilboerse-basel.ch/,"Die Bauteilbörse rettet Bauteile, bevor sie Abfall werden ... Das und mehr findest du bei uns: Fenster, Parkett, Heizkörper, Backöfen, Toiletten, Lavabos, Spülbecken, Kochfelder, Schränke, Kachelöfen, Lampen, Kühlschränke...",L22-L23; L101-L111,DIRECT_FIRST_PARTY_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://bauteilboerse-basel.ch/,q_url_4e8c85c4157cf3d47874ac1255a96491
bauteilboerse_basel_overall,HAT_BAUTEILTYP,bt_ausbau,Ausbau / Schränke-Kachelöfen,https://bauteilboerse-basel.ch/,"Die Bauteilbörse rettet Bauteile, bevor sie Abfall werden ... Das und mehr findest du bei uns: Fenster, Parkett, Heizkörper, Backöfen, Toiletten, Lavabos, Spülbecken, Kochfelder, Schränke, Kachelöfen, Lampen, Kühlschränke...",L22-L23; L101-L111,DIRECT_FIRST_PARTY_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://bauteilboerse-basel.ch/,q_url_4e8c85c4157cf3d47874ac1255a96491
wick_reuse_roto_baumarkt,NUTZT_MATERIAL,mat_holz,Holz,https://wickreuse.ch/baumarkt/,"Baumarkt mit breitem Sortiment ... Werkstatteinrichtungen, Maschinen, Werkzeug, Holz, Metall, Eisenwaren und andere Materialien. Beispiele: Holz – Böden, Konstruktionsholz, Latten, Bretter; Metall – Bleche, Geländer, Profile, Stangen, Konstruktionsstahl; Sanitärmaterial – Armaturen, Lavabos; Bauteile – Heizkörper, Schallisolationsplatten.",L21-L25; L31-L52,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://wickreuse.ch/baumarkt/,q_url_161aca331467d6b5bd144e83b6837af4
wick_reuse_roto_baumarkt,NUTZT_MATERIAL,mat_stahl,Stahl / Konstruktionsstahl,https://wickreuse.ch/baumarkt/,"Baumarkt mit breitem Sortiment ... Werkstatteinrichtungen, Maschinen, Werkzeug, Holz, Metall, Eisenwaren und andere Materialien. Beispiele: Holz – Böden, Konstruktionsholz, Latten, Bretter; Metall – Bleche, Geländer, Profile, Stangen, Konstruktionsstahl; Sanitärmaterial – Armaturen, Lavabos; Bauteile – Heizkörper, Schallisolationsplatten.",L21-L25; L31-L52,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://wickreuse.ch/baumarkt/,q_url_161aca331467d6b5bd144e83b6837af4
wick_reuse_roto_baumarkt,HAT_BAUTEILTYP,bt_boden,Boden,https://wickreuse.ch/baumarkt/,"Baumarkt mit breitem Sortiment ... Werkstatteinrichtungen, Maschinen, Werkzeug, Holz, Metall, Eisenwaren und andere Materialien. Beispiele: Holz – Böden, Konstruktionsholz, Latten, Bretter; Metall – Bleche, Geländer, Profile, Stangen, Konstruktionsstahl; Sanitärmaterial – Armaturen, Lavabos; Bauteile – Heizkörper, Schallisolationsplatten.",L21-L25; L31-L52,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://wickreuse.ch/baumarkt/,q_url_161aca331467d6b5bd144e83b6837af4
wick_reuse_roto_baumarkt,HAT_BAUTEILTYP,bt_traeger,Tragwerk/Konstruktionsholz,https://wickreuse.ch/baumarkt/,"Baumarkt mit breitem Sortiment ... Werkstatteinrichtungen, Maschinen, Werkzeug, Holz, Metall, Eisenwaren und andere Materialien. Beispiele: Holz – Böden, Konstruktionsholz, Latten, Bretter; Metall – Bleche, Geländer, Profile, Stangen, Konstruktionsstahl; Sanitärmaterial – Armaturen, Lavabos; Bauteile – Heizkörper, Schallisolationsplatten.",L21-L25; L31-L52,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://wickreuse.ch/baumarkt/,q_url_161aca331467d6b5bd144e83b6837af4
wick_reuse_roto_baumarkt,HAT_BAUTEILTYP,bt_gelaender,Geländer,https://wickreuse.ch/baumarkt/,"Baumarkt mit breitem Sortiment ... Werkstatteinrichtungen, Maschinen, Werkzeug, Holz, Metall, Eisenwaren und andere Materialien. Beispiele: Holz – Böden, Konstruktionsholz, Latten, Bretter; Metall – Bleche, Geländer, Profile, Stangen, Konstruktionsstahl; Sanitärmaterial – Armaturen, Lavabos; Bauteile – Heizkörper, Schallisolationsplatten.",L21-L25; L31-L52,DIRECT_FIRST_PARTY_CATALOGUE_PAGE,Swiss Bauteilbörse extension pass 2026-06-01,ACCEPTED_SWISS_ADDITION,"Added in Swiss Bauteilbörse extension pass. Accepted where the source explicitly shows a reusable building-material/component marketplace, shop, stock, or platform. Material/Bauteiltyp rows are only added when the source text explicitly names the material or component type; no inferred rows were forced where the source only says generic Bauteile/Baumaterialien.",https://wickreuse.ch/baumarkt/,q_url_161aca331467d6b5bd144e83b6837af4
