claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w3_04-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360222,bg_stahlbeton_mehrere_haus_hos_floor_elements,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_haus_hos_floor_elements —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360222,rel
w3_04-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674999,bg_stahlbeton_mehrere_juch_schellinghalle_pilzstuetzen,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_juch_schellinghalle_pilzstuetzen —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674999,rel
w3_04-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675018,bg_stahlbeton_mehrere_lokomotion_hollow_core_slabs,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_lokomotion_hollow_core_slabs —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675018,rel
w3_04-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675037,bg_stahlbeton_mehrere_mehrow_wbs70_floor_slabs,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_mehrow_wbs70_floor_slabs —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675037,rel
w3_04-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675039,bg_stahlbeton_mehrere_melkinlaituri_hollow_core_slabs,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_melkinlaituri_hollow_core_slabs —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675039,rel
w3_04-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675059,bg_stahlbeton_mehrere_plattenpalast_wbs70_wand_deckenelemente,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_plattenpalast_wbs70_wand_deckenelemente —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675059,rel
w3_04-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675064,bg_stahlbeton_mehrere_plauen_iw73_6_precast_components,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_plauen_iw73_6_precast_components —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675064,rel
w3_04-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675080,bg_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_mehrere_schildow_zugeschnittene_wbs70_betonfertigteile —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955675080,rel
w3_04-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674975,bg_stahlbeton_treppe_haus_hos,mat_beton,NUTZT_MATERIAL,bg_stahlbeton_treppe_haus_hos —[NUTZT_MATERIAL]→ mat_beton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674975,rel
w3_04-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360223,bg_stahlbeton_treppe_haus_hos,mat_stahlbeton,NUTZT_MATERIAL,bg_stahlbeton_treppe_haus_hos —[NUTZT_MATERIAL]→ mat_stahlbeton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-04,no candidate HTTP URL,W3-04,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360223,rel
