claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
EP09-r-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175540657813461098,CITYFOERSTER,p_recyclinghaus_hannover,BETEILIGT_AN,CITYFOERSTER -BETEILIGT_AN-> p_recyclinghaus_hannover,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,PROVEN,belegt,akteur_typ_projekt_geo links ak_h2a_hannover->p_recyclinghaus_hannover src=https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,KEEP,EP09,corroborated by project source on file; not re-fetched; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1175540657813461098,rel
EP09-r-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166533458558720108,Lendager,p_resource_rows_copenhagen,BETEILIGT_AN,Lendager -BETEILIGT_AN-> p_resource_rows_copenhagen,dossier,https://dac.dk/en/magazine/resource-rows,false,,PROVEN,belegt,akteur_typ_projekt_geo links lendager_group_lendager_architects->p_resource_rows_copenhagen src=https://dac.dk/en/magazine/resource-rows,KEEP,EP09,corroborated by project source on file; not re-fetched; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1166533458558720108,rel
EP09-r-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490292664,albert_and_co,p_ferme_du_rail_paris,BETEILIGT_AN,albert_and_co -BETEILIGT_AN-> p_ferme_du_rail_paris,dossier,akteur_typ_projekt_geo.json,false,,PARTIAL,teilweise_belegt,link present in dossier but source placeholder/empty='',RESOURCE,EP09,participation link present but unsourced; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490292664,rel
EP09-r-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676608668,archipel_zero,p_resilience_la_ferme_des_possibles_stains,BETEILIGT_AN,archipel_zero -BETEILIGT_AN-> p_resilience_la_ferme_des_possibles_stains,dossier,akteur_typ_projekt_geo.json,false,,PARTIAL,teilweise_belegt,link present in dossier but source placeholder/empty='',RESOURCE,EP09,participation link present but unsourced; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676608668,rel
EP09-r-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117663968,artelia,p_trae_high_rise_aarhus,BETEILIGT_AN,artelia -BETEILIGT_AN-> p_trae_high_rise_aarhus,dossier,https://www.lendager.com/projects/trae,false,,PROVEN,belegt,akteur_typ_projekt_geo links pfa_ejendomme->p_trae_high_rise_aarhus src=https://www.lendager.com/projects/trae,KEEP,EP09,corroborated by project source on file; not re-fetched; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159778059117663968,rel
EP09-r-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676608803,btu_cottbus,p_haus_hos_mehrfamilienhaus_muehlhausen,BETEILIGT_AN,btu_cottbus -BETEILIGT_AN-> p_haus_hos_mehrfamilienhaus_muehlhausen,dossier,https://www.seidlarchitekten.de/haus-hos-muehlhausen/,false,,PROVEN,belegt,akteur_typ_projekt_geo links seidl_seidl_architekten->p_haus_hos_mehrfamilienhaus_muehlhausen src=https://www.seidlarchitekten.de/haus-hos-muehlhausen/,KEEP,EP09,corroborated by project source on file; not re-fetched; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676608803,rel
EP09-r-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490292390,claus_asam,p_mehrow_pilot_house,BETEILIGT_AN,claus_asam -BETEILIGT_AN-> p_mehrow_pilot_house,dossier,https://www.tagesspiegel.de/potsdam/brandenburg/plattenbau-wird-familienhaus-8009110.html,false,,PROVEN,belegt,akteur_typ_projekt_geo links herve_biele_conclus->p_mehrow_pilot_house src=https://www.tagesspiegel.de/potsdam/brandenburg/plattenbau-wird-familienhaus-8009110.html,KEEP,EP09,corroborated by project source on file; not re-fetched; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490292390,rel
EP09-r-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157526259303978846,fabrix,p_roots_in_the_sky_blackfriars_crown_court,BETEILIGT_AN,fabrix -BETEILIGT_AN-> p_roots_in_the_sky_blackfriars_crown_court,dossier,https://en.wikipedia.org/wiki/Blackfriars_Crown_Court,false,,PROVEN,belegt,akteur_typ_projekt_geo links symmetrys->p_roots_in_the_sky_blackfriars_crown_court src=https://en.wikipedia.org/wiki/Blackfriars_Crown_Court,KEEP,EP09,corroborated by project source on file; not re-fetched; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157526259303978846,rel
EP09-r-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162029858931349609,graber_pulver,p_juch_areal_recyclingzentrum_zuerich,BETEILIGT_AN,graber_pulver -BETEILIGT_AN-> p_juch_areal_recyclingzentrum_zuerich,dossier,https://www.stadt-zuerich.ch/de/aktuell/medienmitteilungen/2025/07/neubau-recyclingzentrum-juch-areal.html,false,,PROVEN,belegt,akteur_typ_projekt_geo links weber_broennimann->p_juch_areal_recyclingzentrum_zuerich src=https://www.stadt-zuerich.ch/de/aktuell/medienmitteilungen/2025/07/neubau-recyclingzentrum-juch-areal.html,KEEP,EP09,corroborated by project source on file; not re-fetched; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162029858931349609,rel
EP09-r-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490293157,greisch,p_recypark_demets_anderlecht,BETEILIGT_AN,greisch -BETEILIGT_AN-> p_recypark_demets_anderlecht,dossier,akteur_typ_projekt_geo.json,false,,PARTIAL,teilweise_belegt,link present in dossier but source placeholder/empty='',RESOURCE,EP09,participation link present but unsourced; post-R03 merge survivor — inherited Agent 09 dossier corroboration,EP09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155274459490293157,rel
