claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
A10-R-015,rel,r_bg_reuse_stahl_mehrere_hof_1930s_beams_to_tbc__NUTZT_SOFTWARE__software_qflow,bg_stahl_mehrere_hof_1930s_beams_to_tbc,software_qflow,NUTZT_SOFTWARE,House of Fraser 1930s beams tracked with Qflow,web,https://qualisflow.com/willmott-dixon-fore-partnership-case-study/,true,200,PARTIAL,teilweise_belegt,Willmott Dixon - Fore Partnership - Case Study - Qualisflow Skip to content Home Solutions Materials Quality Waste Qflow for Contractors Qflow for Developers Qflow For BREEAM Certification Integrations Resource Hub Case Studies Blog The State of Data Quality in Construction Report UK Construction Wa,ADD_SOURCE,IER-C5,software vendor confirmed; project 'stahl mehrere hof 1930s beams to tbc' not named on page
A10-R-017,rel,r_bg_reuse_stahl_mehrere_hof_self_columns__NUTZT_SOFTWARE__software_qflow,bg_stahl_mehrere_hof_self_columns,software_qflow,NUTZT_SOFTWARE,House of Fraser refab steel columns tracked with Qflow,web,https://qualisflow.com/willmott-dixon-fore-partnership-case-study/,true,200,PARTIAL,teilweise_belegt,Willmott Dixon - Fore Partnership - Case Study - Qualisflow Skip to content Home Solutions Materials Quality Waste Qflow for Contractors Qflow for Developers Qflow For BREEAM Certification Integrations Resource Hub Case Studies Blog The State of Data Quality in Construction Report UK Construction Wa,ADD_SOURCE,IER-C5,software vendor confirmed; project 'stahl mehrere hof self columns' not named on page
A10-R-010,rel,r_bg_reuse_mdf_mehrere_impact_black_mdf_panels__NUTZT_SOFTWARE__software_concular,bg_mdf_mehrere_impact_black_mdf_panels,software_concular,NUTZT_SOFTWARE,Impact Hub black MDF handled via Concular,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE CRCLR Berlin, Germany Time 2019 - 2024 Building type Transformation & Extension Client TRNSFRM eG User Impact HUB Berlin Architect TRNSFRM eG Project partners Die Zusammenarbeiter GmbH, LXSY, ZRS Ingenieure Size 4",ADD_SOURCE,IER-C5,NUTZT_SOFTWARE bg_mdf_mehrere_impact_black_mdf_panels -> software_concular
A10-R-012,rel,r_bg_reuse_mehrere_mehrere_impact_crclr_doors_windows_sanitary__NUTZT_SOFTWARE__software_concular,bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary,software_concular,NUTZT_SOFTWARE,Impact Hub doors/windows/sanitary via Concular,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE CRCLR Berlin, Germany Time 2019 - 2024 Building type Transformation & Extension Client TRNSFRM eG User Impact HUB Berlin Architect TRNSFRM eG Project partners Die Zusammenarbeiter GmbH, LXSY, ZRS Ingenieure Size 4",ADD_SOURCE,IER-C5,NUTZT_SOFTWARE bg_mehrere_mehrere_impact_crclr_doors_windows_sanitary -> software_concular
A10-R-022,rel,r_bg_reuse_textil_mehrere_impact_recycled_felt_panels__NUTZT_SOFTWARE__software_concular,bg_textil_mehrere_impact_recycled_felt_panels,software_concular,NUTZT_SOFTWARE,Impact Hub felt panels handled via Concular,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE CRCLR Berlin, Germany Time 2019 - 2024 Building type Transformation & Extension Client TRNSFRM eG User Impact HUB Berlin Architect TRNSFRM eG Project partners Die Zusammenarbeiter GmbH, LXSY, ZRS Ingenieure Size 4",ADD_SOURCE,IER-C5,NUTZT_SOFTWARE bg_textil_mehrere_impact_recycled_felt_panels -> software_concular
A10-R-008,rel,r_bg_reuse_mdf_ausbau_impact_red_mdf_reception__NUTZT_SOFTWARE__software_concular,bg_mdf_ausbau_impact_red_mdf_reception,software_concular,NUTZT_SOFTWARE,Impact Hub red MDF handled via Concular,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE CRCLR Berlin, Germany Time 2019 - 2024 Building type Transformation & Extension Client TRNSFRM eG User Impact HUB Berlin Architect TRNSFRM eG Project partners Die Zusammenarbeiter GmbH, LXSY, ZRS Ingenieure Size 4",ADD_SOURCE,IER-C5,NUTZT_SOFTWARE bg_mdf_ausbau_impact_red_mdf_reception -> software_concular
A10-R-024,rel,r_bg_reuse_ziegel_mehrere_impact_reception__NUTZT_SOFTWARE__software_concular,bg_ziegel_mehrere_impact_reception,software_concular,NUTZT_SOFTWARE,Impact Hub reception bricks handled via Concular,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE CRCLR Berlin, Germany Time 2019 - 2024 Building type Transformation & Extension Client TRNSFRM eG User Impact HUB Berlin Architect TRNSFRM eG Project partners Die Zusammenarbeiter GmbH, LXSY, ZRS Ingenieure Size 4",ADD_SOURCE,IER-C5,NUTZT_SOFTWARE bg_ziegel_mehrere_impact_reception -> software_concular
A10-R-004,rel,r_bg_reuse_holz_mehrere_impact_gallery__NUTZT_SOFTWARE__software_concular,bg_holz_mehrere_impact_gallery,software_concular,NUTZT_SOFTWARE,Impact Hub timber gallery components handled via Concular,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE CRCLR Berlin, Germany Time 2019 - 2024 Building type Transformation & Extension Client TRNSFRM eG User Impact HUB Berlin Architect TRNSFRM eG Project partners Die Zusammenarbeiter GmbH, LXSY, ZRS Ingenieure Size 4",ADD_SOURCE,IER-C5,NUTZT_SOFTWARE bg_holz_mehrere_impact_gallery -> software_concular
A10-R-006,rel,r_bg_reuse_holz_mehrere_impact_offcuts_phone_booths__NUTZT_SOFTWARE__software_concular,bg_holz_mehrere_impact_offcuts_phone_booths,software_concular,NUTZT_SOFTWARE,Impact Hub timber offcuts handled via Concular,web,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,true,200,PROVEN,belegt,"Skip to content Circular Material Systems Menu CONCEPT BUILDINGS PRACTICES ABOUT EN DE CRCLR Berlin, Germany Time 2019 - 2024 Building type Transformation & Extension Client TRNSFRM eG User Impact HUB Berlin Architect TRNSFRM eG Project partners Die Zusammenarbeiter GmbH, LXSY, ZRS Ingenieure Size 4",ADD_SOURCE,IER-C5,NUTZT_SOFTWARE bg_holz_mehrere_impact_offcuts_phone_booths -> software_concular
A10-R-019,rel,r_bg_reuse_stahl_mehrere_tbc_repurposed_cleveland__NUTZT_SOFTWARE__software_qflow,bg_stahl_mehrere_tbc_repurposed_cleveland,software_qflow,NUTZT_SOFTWARE,Repurposed Cleveland steel tracked with Qflow,web,https://qualisflow.com/willmott-dixon-fore-partnership-case-study/,true,200,PARTIAL,teilweise_belegt,Willmott Dixon - Fore Partnership - Case Study - Qualisflow Skip to content Home Solutions Materials Quality Waste Qflow for Contractors Qflow for Developers Qflow For BREEAM Certification Integrations Resource Hub Case Studies Blog The State of Data Quality in Construction Report UK Construction Wa,ADD_SOURCE,IER-C5,software vendor confirmed; project 'stahl mehrere tbc repurposed cleveland' not named on page
