claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
IER-A1-AKT-node-001,node,2emain_be,,,Akteur,2emain.be - Unbekannt,web,https://www.2ememain.be/,true,200,PARTIAL,teilweise_belegt,② 2ememain - La bonne adresse pour acheter et vendre des objets neufs et d'occasion                                                                                          Voir annonces  Aller en bas de page    Aide et Info    Conditions    Securité          Messages            Notifications       ,RESOURCE,IER-A1,page fetched (200) but entity not named; no_entity_match
IER-A1-AKT-node-003,node,3xn,,,Akteur,3XN - Unternehmen (Dänemark),web,https://3xn.com/,true,200,PROVEN,belegt,"-->
	 

	 
	 
	 
	 
         

	 
	 
	 
         

	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 -->
	 

	 
	 

	 

	 
	 

	 

 
 

 -->",KEEP,IER-A1,entity gate pass; full_match:3xn; tier-A homepage/URL fetch
IER-A1-AKT-node-004,node,51n4e,,,Akteur,51N4E - Unternehmen,web,https://www.51n4e.com/,true,200,PROVEN,belegt,51N4E,KEEP,IER-A1,entity gate pass; full_match:51n4e; tier-A homepage/URL fetch
IER-A1-AKT-node-005,node,CITYFOERSTER,,,Akteur,CITYFÖRSTER - Unternehmen (Deutschland),web,https://www.cityfoerster.net/,true,200,PROVEN,belegt,Home - Cityförster,KEEP,IER-A1,entity gate pass; full_match:cityforster; tier-A homepage/URL fetch
IER-A1-AKT-node-006,node,Lendager,,,Akteur,Lendager - Unternehmen (Dänemark),web,https://lendager.com/,true,200,PROVEN,belegt,Circular Architecture & Reuse Consultancy | Lendager,KEEP,IER-A1,entity gate pass; full_match:lendager; tier-A homepage/URL fetch
IER-A1-AKT-node-007,node,Natural_Building_Lab,,,Akteur,Natural Building Lab - Forschung_Lehre (Deutschland),web,https://www.nbl.berlin/,true,200,PROVEN,belegt,Natural Building Lab,KEEP,IER-A1,entity gate pass; full_match:natural building lab; tier-A homepage/URL fetch
IER-A1-AKT-node-011,node,abfallwirtschaftsbetriebe_muenster,,,Akteur,Abfallwirtschaftsbetriebe Münster - Oeffentliche_Institution,web,https://www.awm.stadt-muenster.de/,true,200,PROVEN,belegt,Startseite | Abfallwirtschaftsbetriebe Münster,KEEP,IER-A1,entity gate pass; full_match:abfallwirtschaftsbetriebe munster; tier-A homepage/URL fetch
IER-A1-AKT-node-012,node,abn_amro,,,Akteur,ABN AMRO - Unternehmen (Niederlande),web,https://www.abnamro.com/,true,200,PROVEN,belegt,ABN AMRO,KEEP,IER-A1,entity gate pass; full_match:abn amro; tier-A homepage/URL fetch
IER-A1-AKT-node-046,node,amstein_walthert,,,Akteur,Amstein+Walthert AG - Unternehmen (Schweiz),web,https://www.amstein-walthert.ch/,true,200,PROVEN,belegt,Amstein-Walthert,KEEP,IER-A1,"entity gate pass; token_hits:amstein,walthert; tier-A homepage/URL fetch"
IER-A1-A06B-node-0004,node,andrea_klinge,,,Akteur,Andrea Klinge exists as part of the cited project/firm,web,https://www.zrs.berlin/en/article/reallabor-lab-be-ware-from-research-straight-to-implementation,true,200,PROVEN,belegt,Natural Building Materials for the Interior Insulation of Historic Buildings Interview (DE) with Prof. Eike Roswag-Klinge und Andrea Klinge,KEEP,IER-A1,entity gate pass; full_match:andrea klinge; tier-A homepage/URL fetch
