claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
09-node-0001,node,bw_1_broadgate_1_2_broadgate_donor_stahl,,,Bauwerk,"Bauwerk '1 Broadgate' at 1 Broadgate, London EC2M 2SY, UK",dossier,https://www.broadgate.co.uk/,false,,PROVEN,belegt,"1 Broadgate, London EC2M 2SY, UK | src https://www.broadgate.co.uk/",KEEP,09,"address+real source on file (geo extract); existence corroborated, source not re-fetched"
09-node-0002,node,bw_1_broadgate_london,,,Bauwerk,"Bauwerk '1 Broadgate, London' at 1 Broadgate, London EC2M 2SY, UK",dossier,https://www.broadgate.co.uk/,false,,PROVEN,belegt,"1 Broadgate, London EC2M 2SY, UK | src https://www.broadgate.co.uk/",KEEP,09,"address+real source on file (geo extract); existence corroborated, source not re-fetched"
09-node-0003,node,bw_318_oxford_street_house_of_fraser,,,Bauwerk,"Bauwerk '318 Oxford Street' at 318 Oxford Street, London W1C 1HF, UK",dossier,https://www.stiffandtrevillion.com/projects/tower-bridge-road,false,,PROVEN,belegt,"318 Oxford Street, London W1C 1HF, UK | src https://www.stiffandtrevillion.com/projects/tower-bridge-road",KEEP,09,"address+real source on file (geo extract); existence corroborated, source not re-fetched"
09-node-0004,node,bw_55_great_suffolk_street_warehouse,,,Bauwerk,"Bauwerk '55 Great Suffolk Street…' at 55 Great Suffolk Street, London SE1 0UQ, UK",dossier,processed+archive,false,,MISSING_EVIDENCE,unbelegt,"addr=55 Great Suffolk Street, London SE1 0UQ, UK | source placeholder='processed+archive'",RESOURCE,09,"geo address rests on placeholder source (processed/archive/etc.), not a real URL"
09-node-0005,node,bw_alliander_existing_campus,,,Bauwerk,Bauwerk 'Bestandsensemble…',dossier,,false,,MISSING_EVIDENCE,unbelegt,addr=none; no source url,RESOURCE,09,no real or placeholder source url found for node/address
09-node-0006,node,bw_alliander_hq_duiven,,,Bauwerk,Bauwerk 'Alliander',dossier,,false,,MISSING_EVIDENCE,unbelegt,addr=none; no source url,RESOURCE,09,no real or placeholder source url found for node/address
09-node-0007,node,bw_alte_kade_tiel,,,Bauwerk,"Bauwerk 'Alte Kade in Tiel' at Alte Kade, Tiel, Netherlands",dossier,https://www.thegreenhouserestaurant.nl/,false,,PROVEN,belegt,"Alte Kade, Tiel, Netherlands | src https://www.thegreenhouserestaurant.nl/",KEEP,09,"address+real source on file (geo extract); existence corroborated, source not re-fetched"
09-node-0008,node,bw_alte_lackiererei_hannover,,,Bauwerk,"Bauwerk 'alte/stillgelegte…' at Treppenkamp area, Hannover-Kronsberg, Germany",dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,PROVEN,belegt,"Treppenkamp area, Hannover-Kronsberg, Germany | src https://www.gundlach-bau.de/projekte/recyclinghaus-hannover",KEEP,09,"address+real source on file (geo extract); existence corroborated, source not re-fetched"
09-node-0009,node,bw_altes_projekt_in_hanzinelle,,,Bauwerk,"Bauwerk 'Altes Projekt in…' at Hanzinelle, Belgium (former project site)",dossier,archive:Verbiest_Karreveld_Brussels.md,false,,MISSING_EVIDENCE,unbelegt,"addr=Hanzinelle, Belgium (former project site) | source placeholder='archive:Verbiest_Karreveld_Brussels.md'",RESOURCE,09,"geo address rests on placeholder source (processed/archive/etc.), not a real URL"
09-node-0010,node,bw_association_house_groeditz,,,Bauwerk,"Bauwerk 'Sport-/Vereinshaus…' at Gröditz, 01609, Germany",dossier,https://www.researchgate.net/publication/365763750_Reuse_of_concrete_components_in_new_construction_projectscritical_review_of_77_circular_precedents,false,,PROVEN,belegt,"Gröditz, 01609, Germany | src https://www.researchgate.net/publication/365763750_Reuse_of_concrete_components_in_new_construction_projectscritical_review_of_77_circular_precedents",KEEP,09,"address+real source on file (geo extract); existence corroborated, source not re-fetched"
