claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
09-lis-0120,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211486243,bw_schaerenmoosstrasse_zuerich,stadt_zuerich,LIEGT_IN_STADT,Bauwerk bw_schaerenmoosstrasse_zuerich liegt in Stadt Zürich,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0140,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211486250,bw_ubs_altstetten,stadt_zuerich,LIEGT_IN_STADT,Bauwerk bw_ubs_altstetten liegt in Stadt Zürich,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0011,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211486254,bw_base_du_reemploi_merignac,stadt_merignac,LIEGT_IN_STADT,Bauwerk bw_base_du_reemploi_merignac liegt in Stadt Mérignac,logic,name_full: Base du Réemploi Mérignac — physical reuse depot (REFAIR / La Fab Bordeaux Métropole),false,,PROVEN,belegt,name_full confirms city 'Mérignac': Base du Réemploi Mérignac — physical reuse depot (REFAIR / La Fab Bordeaux Métropole),FIX_PROPERTY,IER-C4,backfill adresse from name_full
09-lis-0016,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490486,bw_big_dig_building,stadt_boston,LIEGT_IN_STADT,Bauwerk bw_big_dig_building liegt in Stadt Boston,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0022,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490487,bw_boston_big_dig_infrastructure,stadt_boston,LIEGT_IN_STADT,Bauwerk bw_boston_big_dig_infrastructure liegt in Stadt Boston,logic,name_full: Boston Big Dig / Central Artery Tunnel Project infrastructure,false,,PROVEN,belegt,name_full confirms city 'Boston': Boston Big Dig / Central Artery Tunnel Project infrastructure,FIX_PROPERTY,IER-C4,backfill adresse from name_full
09-lis-0151,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490631,bw_crclr_kindl_hall,stadt_berlin,LIEGT_IN_STADT,Materialdepot bw_crclr_kindl_hall liegt in Stadt Berlin,none,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0118,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490676,bw_residence_palace_block_a,stadt_bruessel,LIEGT_IN_STADT,Bauwerk bw_residence_palace_block_a liegt in Stadt Brüssel,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0049,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490677,bw_eu_window_donor_sources,stadt_bruessel,LIEGT_IN_STADT,Bauwerk bw_eu_window_donor_sources liegt in Stadt Brüssel,none,processed,false,,PARTIAL,teilweise_belegt,city 'Brüssel' not literally in addr: EU-wide renovation window sources (no single site),RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0139,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490803,bw_tropicana_rotterdam,stadt_rotterdam,LIEGT_IN_STADT,Bauwerk bw_tropicana_rotterdam liegt in Stadt Rotterdam,logic,name_full: Ehemaliges Tropicana / Club Tropicana Rotterdam,false,,PROVEN,belegt,name_full confirms city 'Rotterdam': Ehemaliges Tropicana / Club Tropicana Rotterdam,FIX_PROPERTY,IER-C4,backfill adresse from name_full
09-lis-0061,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490878,bw_hastings_pier_retained_heritage_context,stadt_hastings,LIEGT_IN_STADT,Bauwerk bw_hastings_pier_retained_heritage_context liegt in Stadt Hastings,logic,name_full: Erhaltene/restaurierte Hastings Pier Gesamtstruktur,false,,PROVEN,belegt,name_full confirms city 'Hastings': Erhaltene/restaurierte Hastings Pier Gesamtstruktur,FIX_PROPERTY,IER-C4,backfill adresse from name_full
09-lis-0039,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490948,bw_crclr_house_existing_context,stadt_berlin,LIEGT_IN_STADT,Bauwerk bw_crclr_house_existing_context liegt in Stadt Berlin,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0047,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211490979,bw_emergis_bestand_kloetinge,stadt_kloetinge,LIEGT_IN_STADT,Bauwerk bw_emergis_bestand_kloetinge liegt in Stadt Kloetinge,logic,name_full: Erhaltener Emergis-Bestand Kloetinge,false,,PROVEN,belegt,name_full confirms city 'Kloetinge': Erhaltener Emergis-Bestand Kloetinge,FIX_PROPERTY,IER-C4,backfill adresse from name_full
09-lis-0058,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491018,bw_halle_118_bestand,stadt_winterthur,LIEGT_IN_STADT,Bauwerk bw_halle_118_bestand liegt in Stadt Winterthur,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491099,bw_alliander_existing_campus,stadt_duiven,LIEGT_IN_STADT,Bauwerk bw_alliander_existing_campus liegt in Stadt Duiven,logic,name_full: Bestandsensemble Alliander Duiven,false,,PROVEN,belegt,name_full confirms city 'Duiven': Bestandsensemble Alliander Duiven,FIX_PROPERTY,IER-C4,backfill adresse from name_full
09-lis-0084,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491111,bw_lokomotion_technology_centre,stadt_tampere,LIEGT_IN_STADT,Bauwerk bw_lokomotion_technology_centre liegt in Stadt Tampere,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0037,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491113,bw_consolis_parma_nummela_werk,stadt_tampere,LIEGT_IN_STADT,Bauwerk bw_consolis_parma_nummela_werk liegt in Stadt Tampere,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0081,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491123,bw_lo_reninge_former_convent,stadt_lo_reninge,LIEGT_IN_STADT,Bauwerk bw_lo_reninge_former_convent liegt in Stadt Lo-Reninge,logic,name_full: Ehemaliges Kloster Lo-Reninge,false,,PROVEN,belegt,name_full confirms city 'Lo-Reninge': Ehemaliges Kloster Lo-Reninge,FIX_PROPERTY,IER-C4,backfill adresse from name_full
09-lis-0125,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491171,bw_solvay_building_tile_donor,stadt_auderghem_brussels,LIEGT_IN_STADT,Bauwerk bw_solvay_building_tile_donor liegt in Stadt Auderghem / Brüssel,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0136,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491497,bw_timber_square_ink_building,stadt_london,LIEGT_IN_STADT,Bauwerk bw_timber_square_ink_building liegt in Stadt London,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0163,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491566,bw_verbiest_lagerhaus_zu_haus_und_atelier,stadt_bruessel,LIEGT_IN_STADT,Materialdepot bw_verbiest_lagerhaus_zu_haus_und_atelier liegt in Stadt Brüssel,none,https://ica-wb.be/en/node/1684,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0168,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491941,p_vandkunsten_component_reuse,stadt_kopenhagen,LIEGT_IN_STADT,Programm p_vandkunsten_component_reuse liegt in Stadt Kopenhagen,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0165,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211492083,p_architecture_of_reuse_brussels,stadt_bruessel,LIEGT_IN_STADT,Programm p_architecture_of_reuse_brussels liegt in Stadt Brüssel,none,https://rotordb.org/en/projects/architecture-reuse-brussels,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0166,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211492179,p_reuse_in_construction_zhaw,stadt_winterthur,LIEGT_IN_STADT,Programm p_reuse_in_construction_zhaw liegt in Stadt Winterthur,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lis-0167,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211492364,p_reuse_logistics,stadt_fribourg,LIEGT_IN_STADT,Programm p_reuse_logistics liegt in Stadt Fribourg,none,no address,false,,PARTIAL,teilweise_belegt,no address on node to confirm city,RESOURCE,IER-C4,needs dossier address or official site with city
09-lil-0118,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723113490,gardiner_and_theobald,land_vereinigtes_koenigreich,LIEGT_IN_LAND,Akteur gardiner_and_theobald liegt in Vereinigtes Königreich,logic,"address: 55 Great Suffolk Street, London SE1 0UQ, UK",false,,PROVEN,belegt,"address confirms 'Vereinigtes Königreich': 55 Great Suffolk Street, London SE1 0UQ, UK",KEEP,IER-C4,BETEILIGT_AN → p_55_great_suffolk_street_london
09-lil-0063,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723113491,cantillon,land_vereinigtes_koenigreich,LIEGT_IN_LAND,Akteur cantillon liegt in Vereinigtes Königreich,logic,"address: 55 Great Suffolk Street, London SE1 0UQ, UK",false,,PROVEN,belegt,"address confirms 'Vereinigtes Königreich': 55 Great Suffolk Street, London SE1 0UQ, UK",KEEP,IER-C4,BETEILIGT_AN → p_55_great_suffolk_street_london
09-lil-0162,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723113532,la_ressourcerie_fribourg,land_schweiz,LIEGT_IN_LAND,Akteur la_ressourcerie_fribourg liegt in Schweiz,dossier,https://opalis.eu/fr/projets/institut-de-botanique-ulg-liege,false,,CONTRADICTION,widerlegt,"address names Belgien but LIEGT_IN_LAND says Schweiz: Chemin de la Vallée 4, 4000 Liège, Belgium",ESCALATE_HUMAN,IER-C4,project-linked address country != edge land
09-lil-0570,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114009,software_ecotool,land_deutschland,LIEGT_IN_LAND,Software software_ecotool liegt in Deutschland,web,https://concular.de/impressum/,true,200,PROVEN,belegt,Concular GmbH Rollbergstraße 28a 12053 Berlin,ADD_SOURCE,IER-C4,ecotool operator Concular GmbH impressum
09-lil-0573,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114011,software_opalis,land_belgien,LIEGT_IN_LAND,Software software_opalis liegt in Belgien,none,https://opalis.eu/,false,,PARTIAL,teilweise_belegt,country unconfirmed; addr=none,KEEP,IER-C4,fetched pages lack explicit address with country
09-lil-0011,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114055,abn_amro,land_niederlande,LIEGT_IN_LAND,Akteur abn_amro liegt in Niederlande,dossier,"address: Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",false,,PROVEN,belegt,"address confirms 'Niederlande': Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",KEEP,IER-C4,BETEILIGT_AN → p_circl_abn_amro
09-lil-0036,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114056,bam_bouw_techniek,land_niederlande,LIEGT_IN_LAND,Akteur bam_bouw_techniek liegt in Niederlande,dossier,"address: Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",false,,PROVEN,belegt,"address confirms 'Niederlande': Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",KEEP,IER-C4,BETEILIGT_AN → p_circl_abn_amro
09-lil-0299,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114057,tu_delft,land_niederlande,LIEGT_IN_LAND,Akteur tu_delft liegt in Niederlande,dossier,"address: Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",false,,PROVEN,belegt,"address confirms 'Niederlande': Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",KEEP,IER-C4,BETEILIGT_AN → p_circl_abn_amro
09-lil-0053,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114058,big_bundesimmobilien,land_oesterreich,LIEGT_IN_LAND,Akteur big_bundesimmobilien liegt in Österreich,dossier,"address: Mariannengasse 10, 1090 Vienna, Austria",false,,PROVEN,belegt,"address confirms 'Österreich': Mariannengasse 10, 1090 Vienna, Austria",KEEP,IER-C4,BETEILIGT_AN → p_meduni_campus_mariannengasse
09-lil-0195,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114059,meduni_wien,land_oesterreich,LIEGT_IN_LAND,Akteur meduni_wien liegt in Österreich,dossier,"address: Mariannengasse 10, 1090 Vienna, Austria",false,,PROVEN,belegt,"address confirms 'Österreich': Mariannengasse 10, 1090 Vienna, Austria",KEEP,IER-C4,BETEILIGT_AN → p_meduni_campus_mariannengasse
09-lil-0161,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114060,la_fabrique_de_bordeaux_metropole,land_frankreich,LIEGT_IN_LAND,Akteur la_fabrique_de_bordeaux_metropole liegt in Frankreich,dossier,"address: Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France",false,,PROVEN,belegt,"address confirms 'Frankreich': Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, France",KEEP,IER-C4,city token 'bordeaux' in actor id/name/urls
09-lil-0304,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114061,university_of_fribourg,land_schweiz,LIEGT_IN_LAND,Akteur university_of_fribourg liegt in Schweiz,dossier,"address: Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra",false,,PROVEN,belegt,"address confirms 'Schweiz': Fribourg/Freiburg, Schweiz/Suisse/Svizzera/Svizra",KEEP,IER-C4,city token 'fribourg' in actor id/name/urls
09-lil-0104,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114062,empa,land_schweiz,LIEGT_IN_LAND,Akteur empa liegt in Schweiz,dossier,"address: Überlandstrasse 129, 8600 Dübendorf, Switzerland",false,,PROVEN,belegt,"address confirms 'Schweiz': Überlandstrasse 129, 8600 Dübendorf, Switzerland",KEEP,IER-C4,BETEILIGT_AN → p_umar_unit
09-lil-0279,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114063,stiftung_pwg,land_schweiz,LIEGT_IN_LAND,Akteur stiftung_pwg liegt in Schweiz,dossier,"address: Schärenmoosstrasse 115/117, 8050 Zürich, Switzerland",false,,PROVEN,belegt,"address confirms 'Schweiz': Schärenmoosstrasse 115/117, 8050 Zürich, Switzerland",KEEP,IER-C4,BETEILIGT_AN → p_schaerenmoosstrasse_zuerich
09-lil-0152,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114064,kanton_basel_stadt,land_schweiz,LIEGT_IN_LAND,Akteur kanton_basel_stadt liegt in Schweiz,dossier,"address: Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",false,,PROVEN,belegt,"address confirms 'Schweiz': Emilie Louise Frey-Strasse, 4053 Basel, Switzerland",KEEP,IER-C4,BETEILIGT_AN → p_elementa_walkeweg
09-lil-0220,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114069,oxara_ag,land_schweiz,LIEGT_IN_LAND,Akteur oxara_ag liegt in Schweiz,dossier,"address: Weinlagerstrasse 33, 4056 Basel, Switzerland",false,,PROVEN,belegt,"address confirms 'Schweiz': Weinlagerstrasse 33, 4056 Basel, Switzerland",KEEP,IER-C4,BETEILIGT_AN → p_lysp8_basel
09-lil-0120,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114070,gemeinde_ingersheim,land_deutschland,LIEGT_IN_LAND,Akteur gemeinde_ingersheim liegt in Deutschland,dossier,"address: Baumwasenweg, 74379 Ingersheim, Germany",false,,PROVEN,belegt,"address confirms 'Deutschland': Baumwasenweg, 74379 Ingersheim, Germany",KEEP,IER-C4,BETEILIGT_AN → p_jugendtreff_ingersheim
09-lil-0235,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114071,proholz_bw,land_deutschland,LIEGT_IN_LAND,Akteur proholz_bw liegt in Deutschland,dossier,"address: Baumwasenweg, 74379 Ingersheim, Germany",false,,PROVEN,belegt,"address confirms 'Deutschland': Baumwasenweg, 74379 Ingersheim, Germany",KEEP,IER-C4,Programm → TEIL_VON_PROGRAMM → p_jugendtreff_ingersheim
09-lil-0331,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114072,zueblin_timber_gmbh,land_deutschland,LIEGT_IN_LAND,Akteur zueblin_timber_gmbh liegt in Deutschland,dossier,"address: Baumwasenweg, 74379 Ingersheim, Germany",false,,PROVEN,belegt,"address confirms 'Deutschland': Baumwasenweg, 74379 Ingersheim, Germany",KEEP,IER-C4,Programm → TEIL_VON_PROGRAMM → p_jugendtreff_ingersheim
09-lil-0318,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114073,verein_re_win,land_schweiz,LIEGT_IN_LAND,Akteur verein_re_win liegt in Schweiz,dossier,"address: Bern, Switzerland",false,,PROVEN,belegt,"address confirms 'Schweiz': Bern, Switzerland",KEEP,IER-C4,LIEGT_IN_LAND → Schweiz
09-lil-0206,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114074,new_horizon_urban_mining,land_niederlande,LIEGT_IN_LAND,Akteur new_horizon_urban_mining liegt in Niederlande,dossier,"address: Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",false,,PROVEN,belegt,"address confirms 'Niederlande': Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",KEEP,IER-C4,BETEILIGT_AN → p_circl_abn_amro
09-lil-0164,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114075,lcp_circulair,land_niederlande,LIEGT_IN_LAND,Akteur lcp_circulair liegt in Niederlande,dossier,"address: Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",false,,PROVEN,belegt,"address confirms 'Niederlande': Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",KEEP,IER-C4,BETEILIGT_AN → p_circl_abn_amro
09-lil-0143,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114076,icon_real_estate,land_niederlande,LIEGT_IN_LAND,Akteur icon_real_estate liegt in Niederlande,dossier,"address: Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",false,,PROVEN,belegt,"address confirms 'Niederlande': Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",KEEP,IER-C4,BETEILIGT_AN → p_circl_abn_amro
09-lil-0096,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723114077,donkergroen,land_niederlande,LIEGT_IN_LAND,Akteur donkergroen liegt in Niederlande,dossier,"address: Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",false,,PROVEN,belegt,"address confirms 'Niederlande': Gustav Mahlerplein 1, 1082 MS Amsterdam, Netherlands",KEEP,IER-C4,BETEILIGT_AN → p_circl_abn_amro
