claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w3_09-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491001,bw_kerenzerbergtunnel,stadt_zuerich,LIEGT_IN_STADT,Bauwerk bw_kerenzerbergtunnel liegt in Stadt Zürich,logic,manual geo check,false,,CONTRADICTION,widerlegt,"address is Kerenzerberg/Glarus, not Zürich | addr: Kerenzerberg tunnel area, Glarus, Switzerland",FIX_PROPERTY,W3-09,address city != linked Stadt; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491001,rel
w3_09-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491465,bw_alte_kade_tiel,stadt_utrecht,LIEGT_IN_STADT,Bauwerk bw_alte_kade_tiel liegt in Stadt Utrecht,logic,manual geo check,false,,CONTRADICTION,widerlegt,"address is in Tiel (Gelderland), not Utrecht | addr: Alte Kade, Tiel, Netherlands",FIX_PROPERTY,W3-09,address city != linked Stadt; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211491465,rel
w3_09-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119931,angelika_mettke,land_deutschland,LIEGT_IN_LAND,Akteur angelika_mettke liegt in Deutschland,dossier,https://recreate-project.eu/,false,,CONTRADICTION,widerlegt,"address names Niederlande but LIEGT_IN_LAND says Deutschland: Zwarteweg 1, 8181 PD Heerde, Netherlands",FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119931,rel
w3_09-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119940,patrick_teuffel,land_deutschland,LIEGT_IN_LAND,Akteur patrick_teuffel liegt in Deutschland,dossier,https://recreate-project.eu/,false,,CONTRADICTION,widerlegt,"address names Niederlande but LIEGT_IN_LAND says Deutschland: Zwarteweg 1, 8181 PD Heerde, Netherlands",FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119940,rel
w3_09-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119968,ullrich_dickgiesser,land_schweiz,LIEGT_IN_LAND,Akteur ullrich_dickgiesser liegt in Schweiz,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Schweiz: Treppenkamp 1, 30539 Hannover, Germany",FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119968,rel
w3_09-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119972,nicole_daehn,land_schweiz,LIEGT_IN_LAND,Akteur nicole_daehn liegt in Schweiz,dossier,https://www.gundlach-bau.de/projekte/recyclinghaus-hannover,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Schweiz: Treppenkamp 1, 30539 Hannover, Germany",FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119972,rel
w3_09-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119980,felix_heisel,land_schweiz,LIEGT_IN_LAND,Akteur felix_heisel liegt in Schweiz,dossier,address: United States,false,,CONTRADICTION,widerlegt,address names USA but LIEGT_IN_LAND says Schweiz: United States,FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723119980,rel
w3_09-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120005,opalis,land_belgien,LIEGT_IN_LAND,Akteur opalis liegt in Belgien,dossier,"address: Paris, France",false,,CONTRADICTION,widerlegt,"address names Frankreich but LIEGT_IN_LAND says Belgien: Paris, France",FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120005,rel
w3_09-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120076,marcel_raymaekers,land_belgien,LIEGT_IN_LAND,Akteur marcel_raymaekers liegt in Belgien,dossier,archive,false,,CONTRADICTION,widerlegt,"address names Deutschland but LIEGT_IN_LAND says Belgien: Kloster Volkenroda, 99994 Volkenroda, Germany",FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120076,rel
w3_09-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120109,tristan_boniver,land_belgien,LIEGT_IN_LAND,Akteur tristan_boniver liegt in Belgien,dossier,https://www.bioregional.com/projects-and-services/case-studies/bedzed,false,,CONTRADICTION,widerlegt,"address names Vereinigtes Königreich but LIEGT_IN_LAND says Belgien: 24 Helios Road, Wallington, London SM6 7BZ, UK",FIX_PROPERTY,W3-09,Akteur/org node has no address or land property; home country not confirmable from geo files; [IER-C4] project-linked address country != edge land; W3-09 human-merge proposal for geo contradiction,W3-09,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723120109,rel
