claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w3_02-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511938962,zirkulie_bauteilboerse_triesen,bt_treppe,HAT_BAUTEILTYP,zirkulie_bauteilboerse_triesen —[HAT_BAUTEILTYP]→ bt_treppe (catalogue W3),web,https://shop.zirkulie.net/,true,200,PROVEN,belegt,"ZirkuLIE – Zentrum für Zirkuläres Bauen Home Shop Ausstattung Gebäude Mobiliar Regale / Lagerstrukturen Kleininventar Dach Dachhaut, Dachziegel Gebäudehülle Aussentüren Fassadenelemente Glasscheibe Fenster Gebäudetechnik Brandschutz Lufttechnik Wärmetechnik Beleuchtung Elektrogeräte Innenausbau Bodenbelag Elektro Handlauf Küche Schränke Wandverkleidung Oblicht Türe Konstruktion Gebäude Bretter Dämmung Holzplatten Konstruktionsholz Bausteine Treppen Eisenwaren Beschläge, Griffe Platten Schrauben ",UPGRADE,W3-02,"strict gate pass; class=['treppen'] actor=['zirkulie', 'triesen']",W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1168751173511938962,rel
w3_02-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827474,zirkulie_bauteilboerse_triesen,bt_tuer,HAT_BAUTEILTYP,zirkulie_bauteilboerse_triesen —[HAT_BAUTEILTYP]→ bt_tuer (catalogue W3),web,https://www.zirkulie.net/zentrum-fuer-zirkulaeres-bauen,true,200,UNSUPPORTED,unbelegt,,DELETE,W3-02,page fetched; zero classification tokens for Tuer; actor_hits=3,W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629827474,rel
w3_02-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079962,archipel_sion_ressourcerie,mat_beton,NUTZT_MATERIAL,archipel_sion_ressourcerie —[NUTZT_MATERIAL]→ mat_beton (catalogue W3),web,https://archipelsion.ch/ressourcerie/inventaire/,true,200,PARTIAL,niedrig,Accueil Événements & agenda Infos pratiques & contact ESPACES À LOUER Locations de Salles Coworking ACTIVITÉS Ressourcerie Atelier partagé Bibliothèque d’Objets Jardins FORCES VIVES Bénévoles Résident·es Partenaires Donateur·rices Équipe Association Utopia L’ARCHIPEL Rue de l’Industrie 47 1950 Sion ,DOWNGRADE,W3-02,classification present (['beton']) but no strict verbatim edge quote,W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583079962,rel
w3_02-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210450458,archipel_sion_ressourcerie,mat_daemmstoff,NUTZT_MATERIAL,archipel_sion_ressourcerie —[NUTZT_MATERIAL]→ mat_daemmstoff (catalogue W3),web,https://archipelsion.ch/ressourcerie/inventaire/,true,200,UNSUPPORTED,unbelegt,,DELETE,W3-02,page fetched; zero classification tokens for Daemmstoff; actor_hits=3,W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1162008968210450458,rel
w3_02-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955709466,archipel_sion_ressourcerie,mat_holz,NUTZT_MATERIAL,archipel_sion_ressourcerie —[NUTZT_MATERIAL]→ mat_holz (catalogue W3),web,https://archipelsion.ch/ressourcerie/inventaire/,true,200,PARTIAL,niedrig,Accueil Événements & agenda Infos pratiques & contact ESPACES À LOUER Locations de Salles Coworking ACTIVITÉS Ressourcerie Atelier partagé Bibliothèque d’Objets Jardins FORCES VIVES Bénévoles Résident·es Partenaires Donateur·rices Équipe Association Utopia L’ARCHIPEL Rue de l’Industrie 47 1950 Sion ,DOWNGRADE,W3-02,"classification present (['parquet', 'bois']) but no strict verbatim edge quote",W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955709466,rel
w3_02-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394714,archipel_sion_ressourcerie,mat_keramik,NUTZT_MATERIAL,archipel_sion_ressourcerie —[NUTZT_MATERIAL]→ mat_keramik (catalogue W3),web,https://archipelsion.ch/ressourcerie/inventaire/,true,200,PARTIAL,niedrig,Accueil Événements & agenda Infos pratiques & contact ESPACES À LOUER Locations de Salles Coworking ACTIVITÉS Ressourcerie Atelier partagé Bibliothèque d’Objets Jardins FORCES VIVES Bénévoles Résident·es Partenaires Donateur·rices Équipe Association Utopia L’ARCHIPEL Rue de l’Industrie 47 1950 Sion ,DOWNGRADE,W3-02,classification present (['carrelage']) but no strict verbatim edge quote,W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769394714,rel
w3_02-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765210,archipel_sion_ressourcerie,mat_stahl,NUTZT_MATERIAL,archipel_sion_ressourcerie —[NUTZT_MATERIAL]→ mat_stahl (catalogue W3),web,https://archipelsion.ch/ressourcerie/inventaire/,true,200,UNSUPPORTED,unbelegt,,DELETE,W3-02,page fetched; zero classification tokens for Stahl; actor_hits=3,W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396765210,rel
w3_02-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714144,batiterre,mat_glas,NUTZT_MATERIAL,batiterre —[NUTZT_MATERIAL]→ mat_glas (catalogue W3),web,https://www.batiterre.be/,true,200,UNSUPPORTED,unbelegt,,DELETE,W3-02,page fetched; zero classification tokens for Glas; actor_hits=1,W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955714144,rel
w3_02-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399392,batiterre,mat_gusseisen,NUTZT_MATERIAL,batiterre —[NUTZT_MATERIAL]→ mat_gusseisen (catalogue W3),web,https://www.batiterre.be/shop,true,200,PARTIAL,niedrig,,DOWNGRADE,W3-02,weak residual; class_hits=[] actor_hits=['batiterre'],W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769399392,rel
w3_02-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084640,batiterre,mat_holz,NUTZT_MATERIAL,batiterre —[NUTZT_MATERIAL]→ mat_holz (catalogue W3),web,https://www.batiterre.be/shop,true,200,PARTIAL,niedrig,Products | BatiTerre Se rendre au contenu Accueil Boutique Nos services Général Collecte et Démontage Vente et Préparation au réemploi Remise en oeuvre Conseil et accompagnement WoodPark À propos Contact 0 Suivez-nous 0 Accueil Boutique Nos services Général Collecte et Démontage Vente et Préparation,DOWNGRADE,W3-02,classification present (['bois']) but no strict verbatim edge quote,W3-02,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583084640,rel
