claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w2-01-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141524,bg_holz_wand_awm_cladding_old_chairs,bt_wand,HAT_BAUTEILTYP,bg_holz_wand_awm_cladding_old_chairs —[HAT_BAUTEILTYP]→ bt_wand (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141524,rel
w2-01-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141527,bg_holz_wand_bedzed_studs,bt_wand,HAT_BAUTEILTYP,bg_holz_wand_bedzed_studs —[HAT_BAUTEILTYP]→ bt_wand (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141527,rel
w2-01-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141535,bg_holz_wand_biopartner_5_innenwaende_trennwaende,bt_wand,HAT_BAUTEILTYP,bg_holz_wand_biopartner_5_innenwaende_trennwaende —[HAT_BAUTEILTYP]→ bt_wand (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141535,rel
w2-01-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141955,bg_holz_wand_medunicampus_doors_as_cladding,bt_wand,HAT_BAUTEILTYP,bg_holz_wand_medunicampus_doors_as_cladding —[HAT_BAUTEILTYP]→ bt_wand (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141955,rel
w2-01-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141575,bg_keramik_boden_chiro_tiles,bt_boden,HAT_BAUTEILTYP,bg_keramik_boden_chiro_tiles —[HAT_BAUTEILTYP]→ bt_boden (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141575,rel
w2-01-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141477,bg_keramik_boden_verbiest_charleroi,bt_boden,HAT_BAUTEILTYP,bg_keramik_boden_verbiest_charleroi —[HAT_BAUTEILTYP]→ bt_boden (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141477,rel
w2-01-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826725,bg_keramik_boden_verbiest_charleroi,bt_fassade,HAT_BAUTEILTYP,bg_keramik_boden_verbiest_charleroi —[HAT_BAUTEILTYP]→ bt_fassade (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826725,rel
w2-01-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141700,bg_keramik_mehrere_kamikatsu_old_tiles,bt_boden,HAT_BAUTEILTYP,bg_keramik_mehrere_kamikatsu_old_tiles —[HAT_BAUTEILTYP]→ bt_boden (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141700,rel
w2-01-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826948,bg_keramik_mehrere_kamikatsu_old_tiles,bt_fassade,HAT_BAUTEILTYP,bg_keramik_mehrere_kamikatsu_old_tiles —[HAT_BAUTEILTYP]→ bt_fassade (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826948,rel
w2-01-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141723,bg_keramik_mehrere_maison_vignette_terracotta_floor_tiles,bt_ausbau,HAT_BAUTEILTYP,bg_keramik_mehrere_maison_vignette_terracotta_floor_tiles —[HAT_BAUTEILTYP]→ bt_ausbau (catalogue extension W2),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W2-01,no candidate HTTP URL,W2-01,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141723,rel
