claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
A14-INV-001,invariant,graph_baseline_counts,,,,"Active graph = 2304 nodes / 15457 rels / 55 labels / 51 reltypes",logic,read-cypher MATCH(n)/()-[r]->(),false,,PROVEN,,"nodes=2304 rels=15457 labels=55 reltypes=51",KEEP,14,"Plan baseline said 54 labels / 50 reltypes; +1 label = DEPRECATED meta-label (reconciles), +1 reltype = NUTZT_BAUWERK singleton (see A14-RELTYPE-001)"
A14-INV-002,invariant,forbidden_node_props,,,,"No node carries forbidden keys (q_url_*, evidence_source_id, archive_source_id, evidence_claim_ids, legacy_*, phase*)",logic,read-cypher key scan,false,,PROVEN,,"0 nodes match forbidden/legacy/phase key patterns",KEEP,14,"Property cleanup 2026-06-05 holds; node_property_matrix.csv legacy_* keys are fully removed from live graph"
A14-INV-003,invariant,forbidden_rel_props,,,,"No relationship carries forbidden keys (q_url_*, evidence_source_id, archive_source_id, evidence_claim_ids)",logic,read-cypher key scan,false,,PROVEN,,"0 rels match forbidden key patterns",KEEP,14,
A14-INV-004,invariant,forbidden_labels_types,,,,"No :Quelle / :Regelwerk / :ExternalLink / :ResearchDocument nodes; no BELEGT_IN relationship type",logic,read-cypher label+type scan,false,,PROVEN,,"0 forbidden-label nodes; BELEGT_IN absent from 51 reltypes",KEEP,14,"per AGENTS.md evidence lives on node/rel properties only"
A14-INV-005,invariant,node_id_uniqueness,,,,"Every node has a unique non-null id",logic,read-cypher id scan,false,,PROVEN,,"0 nodes missing id; 0 duplicate ids across 2304 nodes",KEEP,14,
A14-INV-006,invariant,parallel_same_dir_edges,,,,"No parallel same-type same-direction edges between identical endpoints",logic,read-cypher (type,a,b) grouping,false,,PROVEN,,"0 groups with count>1",KEEP,14,
A14-INV-007,invariant,duplicate_normalized_names,,,,"No two same-label nodes share a normalized (lowercased,trimmed) name",logic,read-cypher name grouping,false,,PROVEN,,"0 collisions",KEEP,14,"name-similarity not auto-merged per AGENTS.md rule 3; this only detects exact normalized dupes"
A14-INV-008,invariant,deprecated_isolation,,,,"All 16 DEPRECATED nodes are fully isolated from active subgraph",logic,read-cypher degree scan,false,,PROVEN,,"16 DEPRECATED nodes (8 Architekturergebnis, 8 Entwurfsmethodik) all degree=0",KEEP,14,"isolation invariant holds"
A14-INV-009,invariant,no_dual_url_rels,,,,"No relationship carries both source_url and evidence_url",logic,read-cypher,false,,PROVEN,,"0 rels with both URL fields",KEEP,14,
A14-INV-010,invariant,evidence_url_schema,,,,"Every evidence_url relationship also has evidence_confidence",logic,read-cypher,false,,PROVEN,,"72/72 evidence_url rels have evidence_confidence; reviewrun_no_evurl=0",KEEP,14,
