claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
NL-node-001,node,madaster,,,Akteur,"Madaster is a Dutch material-passport / building-registry platform",web,https://madaster.com/inspiration/partnership-between-insert-and-madaster/,true,200,PROVEN,belegt,"Madaster registers, catogorises and keeps records of entire buildings and individual materials",KEEP,05,"entity confirmed on madaster.com; also primary_source_url circulareconomy.europa.eu/...madaster"
NL-node-002,node,insert_marketplace,,,Akteur,"Insert is a Dutch cooperative online marketplace for reusable building materials",web,https://madaster.com/inspiration/partnership-between-insert-and-madaster/,true,200,PROVEN,belegt,"Insert has developed an online market place, in response to the increasing demand for large volumes of reusable building materials",KEEP,05,"entity confirmed; node primary_source_url insert.nl"
NL-node-003,node,new_horizon_urban_mining,,,Akteur,"New Horizon (Urban Mining Collective) is a Dutch urban-mining / circular-harvesting company",web,https://www.superuse-studios.com/publication/oogstkaart-nl-adopted-by-new-horizon/,true,200,PROVEN,belegt,"With New Horizon and the Urban Mining Collective, Michel Baars has proven like no other in recent years that bold development and investment in the circular economy can have a real impact.",KEEP,05,"entity confirmed; node primary_source_url newhorizon.nl"
NL-node-004,node,superuse_studios_2012architecten,,,Akteur,"Superuse Studios (2012Architecten) is a Rotterdam circular-architecture firm, creator of Oogstkaart",web,https://www.superuse-studios.com/publication/oogstkaart-nl-adopted-by-new-horizon/,true,200,PROVEN,belegt,"As an architectural firm, Superuse has played a pioneering role in the development of circular construction for over 20 years ... In 2012, it developed harvest map platform Oogstkaart.nl",KEEP,05,"entity confirmed on superuse-studios.com"
NL-node-005,node,madaster_epea,,,Akteur,"EPEA (Environmental Protection Encouragement Agency, part of Drees & Sommer) supplies the Cradle-to-Cradle material database integrated into Madaster",web,https://madaster.com/inspiration/epea-and-madaster-simplify-measuring-circularity-within-the-built-environment/,true,200,PROVEN,belegt,"EPEA has therefore developed a database of materials and products especially for Madaster, which is available to users of the Madaster Platform",KEEP,05,"composite node name 'Madaster / EPEA'; EPEA confirmed as real org; consider renaming for clarity"
NL-node-006,node,city_of_utrecht,,,Akteur,"City of Utrecht is a Dutch municipality operating a public construction-materials reuse centre",web,https://preuse.nweurope.eu/blog/preuse-news-64/official-opening-of-the-utrecht-reuse-centre-979,true,200,PROVEN,belegt,"On 18 March, the City of Utrecht inaugurated its public reuse centre, now officially known as 'Trechterweide'",KEEP,05,"primary_source_url utrecht.nl; reuse role confirmed via PREUSE"
NL-node-007,node,repurpose,,,Akteur,"Repurpose is a Dutch reuse-advisory firm (developer of the Madopt marketplace), active since 2012",web,https://repurpose.nl/,true,200,PROVEN,belegt,"Repurpose organiseert hergebruik sinds 2012. We scannen gebouwen op hergebruikkansen en trainen projectleiders in slimmer hergebruik.",KEEP,05,"entity exists; but node is now structurally orphaned - see NL-node-008"
NL-node-008,node,repurpose,,,Akteur,"repurpose node has zero relationships (orphan) after Tier-1 mesh-edge deletion",logic,neo4j read-cypher degree check,false,,SCHEMA_VIOLATION,belegt,"OPTIONAL MATCH (repurpose)-[r]-() returns degree=0; all prior edges were Tier-1 deleted Dutch mesh edges",ESCALATE_HUMAN,05,"decide: re-source a real edge (e.g. repurpose->madopt) or DEPRECATE_NODE; orphan also owned by Agent 14 hygiene"
NL-rel-001,rel,r_new_horizon_urban_mining__verbunden_mit_akteur__superuse_studios_2012architecten,new_horizon_urban_mining,superuse_studios_2012architecten,VERBUNDEN_MIT_AKTEUR,"oogstkaart_lineage: New Horizon continued Superuse's Oogstkaart harvest-map platform from 2020",web,https://www.superuse-studios.com/publication/oogstkaart-nl-adopted-by-new-horizon/,true,200,PROVEN,belegt,"New Horizon will continue the activities of Oogstkaart B.V. as of 2020, with Superuse continuing to provide Oogstkaart's materialisation advice.",KEEP,05,"review_run=netherlands_reuse_bubble_2026_06_05; page names BOTH endpoints; exact lineage claim supported"
NL-rel-002,rel,r_insert_marketplace__verbunden_mit_akteur__madaster,insert_marketplace,madaster,VERBUNDEN_MIT_AKTEUR,"formal_partnership: Insert and Madaster signed a formal partner agreement",web,https://madaster.com/inspiration/partnership-between-insert-and-madaster/,true,200,PROVEN,belegt,"Insert, a cooperative of demolition, horticulture/landscaping and private companies, and Madaster Services signed a partner agreement, today.",KEEP,05,"review_run=cross_bubble_extension_2026_06_06; both endpoints named; formal partnership confirmed (2019)"
NL-rel-003,rel,r_madaster__verbunden_mit_akteur__madaster_epea,madaster,madaster_epea,VERBUNDEN_MIT_AKTEUR,"platform_family: Madaster and EPEA integrated material database / joined forces",web,https://madaster.com/inspiration/epea-and-madaster-simplify-measuring-circularity-within-the-built-environment/,true,200,PROVEN,belegt,"EPEA and Madaster have joined forces to provide insight into the circularity of building components and materials",KEEP,05,"review_run=cross_bubble_extension_2026_06_06; both endpoints named; connection_kind 'platform_family' acceptable (data-integration partnership)"
NL-rel-004,rel,r_madaster__verbunden_mit_akteur__rau,madaster,rau,VERBUNDEN_MIT_AKTEUR,"Madaster is linked to RAU (architecture firm)",none,,false,,MISSING_EVIDENCE,,"no evidence_url/source_url on edge; legacy untagged relationship",ESCALATE_HUMAN,05,"plausible (Thomas Rau/RAU co-founded Madaster) but unsourced on graph; bidirectional with NL-rel-005"
NL-rel-005,rel,r_rau__verbunden_mit_akteur__madaster,rau,madaster,VERBUNDEN_MIT_AKTEUR,"RAU is linked to Madaster (reverse direction)",none,,false,,MISSING_EVIDENCE,,"no evidence on edge; bidirectional duplicate of NL-rel-004",MERGE_DUPLICATE,05,"bidirectional VERBUNDEN_MIT_AKTEUR pair madaster<->rau; dedup should collapse to one"
NL-rel-006,rel,r_madaster__verbunden_mit_akteur__thomas_rau,madaster,thomas_rau,VERBUNDEN_MIT_AKTEUR,"Madaster is linked to Thomas Rau (person)",none,,false,,MISSING_EVIDENCE,,"no evidence on edge; legacy untagged relationship",ESCALATE_HUMAN,05,"Thomas Rau co-founded Madaster Foundation; edge unsourced; bidirectional with NL-rel-007; node rau vs thomas_rau may be duplicates"
NL-rel-007,rel,r_thomas_rau__verbunden_mit_akteur__madaster,thomas_rau,madaster,VERBUNDEN_MIT_AKTEUR,"Thomas Rau is linked to Madaster (reverse direction)",none,,false,,MISSING_EVIDENCE,,"no evidence on edge; bidirectional duplicate of NL-rel-006",MERGE_DUPLICATE,05,"bidirectional pair madaster<->thomas_rau; dedup should collapse to one"
NL-regression-001,rel,DELETED_DUTCH_MESH_SET,,,VERBUNDEN_MIT_AKTEUR,"None of the 13 Tier-1 deleted Dutch/Madaster mesh edges have resurrected in the live graph",logic,_neo4j/review/2026-06-06_cross_bubble_extension/EVIDENCE_AUDIT.md,false,,PROVEN,belegt,"UNWIND of 13 deleted endpoint pairs against VERBUNDEN_MIT_AKTEUR returned 0 rows; repurpose degree=0",KEEP,05,"checked pairs incl. utrecht->madaster, insert->{newhorizon,repurpose,superuse}, madaster->{newhorizon,repurpose,superuse}, newhorizon->repurpose, repurpose->superuse, insert->restado, concular->{madaster,madaster_epea}"
