"claim_id","claim_kind","element_id","from_id","to_id","rel_type_or_label","asserted_claim","basis_type","basis_ref","fetched","http_status","verdict","confidence","proof_quote","proposed_action","agent_id","notes"
"agent07-rel-0001","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157587831955132948","mat_aluminium","nf_produktstatus_und_leistungserklaerung","ERFORDERT_NACHWEIS","Tragende Stahl-/Aluminiumbauteile nur mit CE-Kennzeichnung nach DIN EN 1090-1 in Verkehr; werkseigene Produktionskontrolle (WPK) zentral.","web","https://bauforumstahl.de/wp-content/uploads/2024/02/bfs-CE-Kennzeichnung_nach_EN-1090.pdf","true","200","PROVEN","belegt","Stahlbau - CE-Kennzeichnung nach EN-1090-1 und Bauproduktenverordnung ... auf Grundlage der zertifizierten werkseigenen Produktionskontrolle (WPK) nach EN 1090-1","KEEP","07","bauforumstahl PDF; matches CE/EN 1090-1/WPK quote for load-bearing steel"
"agent07-rel-0002","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327762452","mat_aluminium","nf_befestigungsnachweis","ERFORDERT_NACHWEIS","Tragende Stahl-/Aluminiumbauteile nur mit CE-Kennzeichnung nach DIN EN 1090-1 in Verkehr; werkseigene Produktionskontrolle (WPK) zentral.","web","https://bauforumstahl.de/wp-content/uploads/2024/02/bfs-CE-Kennzeichnung_nach_EN-1090.pdf","true","200","PROVEN","belegt","Stahlbau - CE-Kennzeichnung nach EN-1090-1 und Bauproduktenverordnung ... auf Grundlage der zertifizierten werkseigenen Produktionskontrolle (WPK) nach EN 1090-1","KEEP","07","bauforumstahl PDF; matches CE/EN 1090-1/WPK quote for load-bearing steel"
"agent07-rel-0003","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164343231396189151","p_biopartner_5_leiden_oegstgeest","nf_produktstatus_und_leistungserklaerung","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
"agent07-rel-0004","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448159","p_biopartner_5_leiden_oegstgeest","nf_genehmigungs_oder_zustimmungsbedarf","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
"agent07-rel-0005","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164343231396189169","p_bluecity_offices_rotterdam","nf_produktstatus_und_leistungserklaerung","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
"agent07-rel-0006","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141448177","p_bluecity_offices_rotterdam","nf_genehmigungs_oder_zustimmungsbedarf","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
"agent07-rel-0007","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164343231396190634","p_circl_abn_amro","nf_produktstatus_und_leistungserklaerung","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
"agent07-rel-0008","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141449642","p_circl_abn_amro","nf_genehmigungs_oder_zustimmungsbedarf","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
"agent07-rel-0009","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1164343231396188965","p_circular_centre_netherlands_prinsenhof_a_reuse_pilot","nf_produktstatus_und_leistungserklaerung","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
"agent07-rel-0010","rel","5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141447973","p_circular_centre_netherlands_prinsenhof_a_reuse_pilot","nf_genehmigungs_oder_zustimmungsbedarf","ERFORDERT_NACHWEIS","Article 4.166 Bbl facilitates 1-to-1 reuse of building products without quality loss, allowing direct redeployment in new construction works.","web","https://climate-laws.org/document/the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_1057","true","200","PARTIAL","teilweise_belegt","The Environment Buildings Decree of the Netherlands (Besluit bouwwerken leefomgeving, Bbl) contains rules on construction, demolition, and the use and maintenance of buildings","ADD_SOURCE","07","Confirms Bbl is a real NL construction decree; the specific Art. 4.166 1-to-1 reuse provision in the quote is not shown on this summary page"
