claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w3_07-0001,node,prog_horizon_2020,,,Programm,Horizon 2020 EU research programme exists,none,,true,200,MISSING_EVIDENCE,,,ADD_SOURCE,W3-07,add EU source; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:121,node
w3_07-0002,node,prog_urban_innovative_actions,,,Programm,"Urban Innovative Actions (UIA, EU) programme exists",none,,true,200,MISSING_EVIDENCE,,,ADD_SOURCE,W3-07,add uia-initiative.eu source; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:122,node
w3_07-0003,node,resource_marktplaats,,,Akteur,ReSource Marktplaats sourced only by weak/non-first-party URLs,none,https://play.google.com/store/apps/details?id=com.pss.resource,true,200,MISSING_EVIDENCE,,,RESOURCE,W3-07,only app-store URLs (Google Play / Apple) as sources; no first-party web page -> find a canonical URL; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39539,node
w3_07-0004,node,ucl_circular_economy_lab,,,Akteur,UCL Circular Economy Lab - Forschung_Lehre,candidate,https://www.ucl.ac.uk/,true,200,MISSING_EVIDENCE,kandidat,,ADD_SOURCE,W3-07,real identifiable Forschung_Lehre; candidate official domain (UNFETCHED) - verify before import; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4826,node
w3_07-0005,node,prog_expo_2000,,,Programm,EXPO 2000 Hannover programme exists,none,,true,200,MISSING_EVIDENCE,,,ADD_SOURCE,W3-07,add source; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4882,node
w3_07-0006,node,philippe_samyn_and_partners,,,Akteur,Philippe Samyn and Partners - Unternehmen,candidate,https://www.samynandpartners.com/,false,,MISSING_EVIDENCE,kandidat,,ADD_SOURCE,W3-07,real identifiable Unternehmen; candidate official domain (UNFETCHED) - verify before import; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4985,node
w3_07-0007,node,normandie_amenagement,,,Akteur,Normandie Aménagement - Oeffentliche_Institution,candidate,https://www.normandie-amenagement.fr/,false,,MISSING_EVIDENCE,kandidat,,ADD_SOURCE,W3-07,real identifiable Oeffentliche_Institution; candidate official domain (UNFETCHED) - verify before import; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5043,node
w3_07-0008,node,prog_recreate_local,,,Programm,'ReCreate Finnish cluster mini-pilot' is a programme,none,,true,200,MISSING_EVIDENCE,,,ESCALATE_HUMAN,W3-07,sub-pilot label; consider merge into prog_recreate; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5074,node
w3_07-0009,node,stiff_trevillion,,,Akteur,Stiff + Trevillion - Unternehmen,candidate,https://www.stiff-trevillion.com/,false,,MISSING_EVIDENCE,kandidat,,ADD_SOURCE,W3-07,real identifiable Unternehmen; candidate official domain (UNFETCHED) - verify before import; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5242,node
w3_07-0010,node,software_bim,,,Software,'Building Information Modeling / BIM' is a software entity,none,,false,,MISSING_EVIDENCE,,,ESCALATE_HUMAN,W3-07,generic concept miscast as a Software node; candidate vocabulary not entity; W3-07 web ladder,W3-07,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5269,node
