claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
post04-0001,node,bw_cleveland_steel_and_tubes_stock,,,Materialdepot,Cleveland Steel and Tubes reclaimed stock depot exists,none,,true,200,MISSING_EVIDENCE,,,ADD_SOURCE,POST-04,real stockholder; add clevelandsteel.com,POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:10,node
post04-0002,node,prog_horizon_2020,,,Programm,Horizon 2020 EU research programme exists,none,,false,,MISSING_EVIDENCE,,,ADD_SOURCE,POST-04,add EU source,POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:121,node
post04-0003,node,prog_urban_innovative_actions,,,Programm,"Urban Innovative Actions (UIA, EU) programme exists",none,,true,404,MISSING_EVIDENCE,,,ADD_SOURCE,POST-04,add uia-initiative.eu source,POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:122,node
post04-0004,node,cbre,,,Akteur,CBRE - Unternehmen,candidate,https://www.cbre.com/,true,403,MISSING_EVIDENCE,kandidat,,ADD_SOURCE,POST-04,real identifiable Unternehmen; candidate official domain (UNFETCHED) - verify before import,POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:16,node
post04-0005,node,bw_school_type_dresden_donor,,,Bauwerk,"Bauwerk 'School type Dresden…' at Gröditz area, 01609, Germany",dossier,archive:Association_house_Groeditz.md,false,,MISSING_EVIDENCE,unbelegt,,RESOURCE,POST-04,"geo address rests on placeholder source (processed/archive/etc.), not a real URL",POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:26,node
post04-0006,node,bw_iw73_6_mass_housing_donor,,,Bauwerk,"Bauwerk 'IW73/6 mass-housing…' at Plauen, 08527, Germany",dossier,archive:Association_house_Plauen.md,false,,MISSING_EVIDENCE,unbelegt,,RESOURCE,POST-04,"geo address rests on placeholder source (processed/archive/etc.), not a real URL",POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:35,node
post04-0007,node,materialrest24,,,Akteur,Materialrest24 sourced only by weak/non-first-party URLs,none,https://www.handwerk-magazin.de/materialrest24de-restbestaende-clever-verwerten-183318,true,200,MISSING_EVIDENCE,,,RESOURCE,POST-04,only third-party/press + Instagram as sources; no first-party site fetched -> resource a canonical URL,POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39534,node
post04-0008,node,resource_marktplaats,,,Akteur,ReSource Marktplaats sourced only by weak/non-first-party URLs,none,https://play.google.com/store/apps/details?id=com.pss.resource,true,200,MISSING_EVIDENCE,,,RESOURCE,POST-04,only app-store URLs (Google Play / Apple) as sources; no first-party web page -> find a canonical URL,POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:39539,node
post04-0009,node,bw_public_building_material_sources_awm,,,Bauwerk,Bauwerk 'Public building and…' at Münster region public building demolition sources,dossier,archive:AWM_Muenster_Circular_Office.md,false,,MISSING_EVIDENCE,unbelegt,,RESOURCE,POST-04,"geo address rests on placeholder source (processed/archive/etc.), not a real URL",POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:41,node
post04-0010,node,abfallwirtschaftsbetriebe_muenster,,,Akteur,Abfallwirtschaftsbetriebe Münster - Oeffentliche_Institution,candidate,https://www.awm.stadt-muenster.de/,true,200,PROVEN,belegt,Startseite | Abfallwirtschaftsbetriebe Münster Startseite Suche Hauptnavigation Inhalt awm - alle wirken mit!,ADD_SOURCE,POST-04,real identifiable Oeffentliche_Institution; candidate official domain (UNFETCHED) - verify before import,POST-04,element,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:47,node
