claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
F02-rel-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155243673164709898,bw_cleveland_steel_and_tubes_stock,bor_donorobjekt,HAT_BAUOBJEKTROLLE,Cleveland S&T stock Materialdepot classified as Donorobjekt (surplus/reclaimed steel stockholder),web+contract,https://cleveland-steel.com/ + _neo4j/contracts/project_batches_v1_1/controlled_vocabulary.seed.kg.jsonl,true,200,PROVEN,belegt,"unused surplus stock from completed projects or, redundant stock where certification may have existed",KEEP,F02,"prior P6-new-rel-673164709898; Q02 merge survivor; contract domain :Materialdepot→:Bauobjektrolle per EP02-rel-00704 pattern"
F02-rel-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153025958211485706,bw_cleveland_steel_and_tubes_stock,stadt_london,LIEGT_IN_STADT,Cleveland S&T stock lies in London,web,https://cleveland-steel.com/,true,200,PARTIAL,teilweise_belegt,"84,000 tonnes of material held at our 100-acre facility in North Yorkshire, UK",ESCALATE_HUMAN,F02,"prior P6-new-rel-958211485706 + 09-lis-0035 (reclaimed_stock); inherited London geo contradicts first-party North Yorkshire site — graph edge stale after Q02 merge"
F02-rel-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153027057723113482,bw_cleveland_steel_and_tubes_stock,land_vereinigtes_koenigreich,LIEGT_IN_LAND,Cleveland S&T stock lies in Vereinigtes Königreich,web,https://cleveland-steel.com/,true,200,PROVEN,belegt,"84,000 tonnes of material held at our 100-acre facility in North Yorkshire, UK",KEEP,F02,"prior P6-new-rel-057723113482; UK confirmed on first-party site (North Yorkshire)"
F02-rel-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155341529699582285,bg_stahlbeton_mehrere_groeditz_wbs70_precast_panels,bw_school_type_dresden_donor,AUS_SPENDER,WBS70 precast panels sourced from school-type Dresden donor Bauwerk,dossier,_archive/research/gebaeude/Association_house_Groeditz.md,false,,PARTIAL,teilweise_belegt,"159 WBS70-Elemente aus einem weiteren Gebäude",ESCALATE_HUMAN,F02,"prior P6-new-rel-529699582285 + 09-aus_spender-0216; Q02 redirect to bw_school_type_dresden_donor mismatches dossier — WBS70 panels attributed to separate WBS70-Gebäude not Schule Typ Dresden"
F02-rel-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155341529699582431,bg_stahl_traeger_timber_square,bw_cleveland_steel_and_tubes_stock,AUS_SPENDER,Timber Square steel beams sourced from Cleveland Steel & Tubes stockholder,web,https://timberdevelopment.uk/print-and-ink-buildings-timber-square/,true,200,PROVEN,belegt,"125 tonnes of reused steel was used across both buildings at Timber Square, sourced from Cleveland Steel & Tubes",KEEP,F02,"prior P6-new-rel-529699582431 + 09-aus_spender-0204; Q02 redirect from bw_externe_stahl_donor_stockholder; TDUK names both endpoints"
F02-rel-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153084232327762353,bt_decke,nf_standsicherheitsnachweis,ERFORDERT_NACHWEIS,Decke (hollow-core slab type) requires structural stability proof per EN 1168,web,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,true,200,PROVEN,belegt,"Hollow core elements are used in floors, roofs, walls and similar applications",KEEP,F02,"prior P6-new-rel-232327762353 + agent07-rel-0656 (bt_hohlkoerperdecke redirect); live source_url/source_quote on rel"
F02-rel-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155336032141447601,bt_decke,nf_materialpruefung,ERFORDERT_NACHWEIS,Decke requires material testing per EN 1168 precast hollow-core standard,web,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,true,200,PROVEN,belegt,EN 1168:2005+A3:2011 - Precast Concrete Hollow Core Slabs Standard,KEEP,F02,"prior P6-new-rel-032141447601 + agent07-rel-0657; live graph source_quote cites EN 1168 factory production control"
F02-rel-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157587831955132849,bt_decke,nf_produktstatus_und_leistungserklaerung,ERFORDERT_NACHWEIS,Decke requires product status / DoP per EN 1168 precast product rules,web,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,true,200,PROVEN,belegt,"This European Standard deals with the requirements and the basic performance criteria",KEEP,F02,"prior P6-new-rel-831955132849 + agent07-rel-0658; regulation class re-proof from live edge properties"
F02-rel-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153085331839390129,bt_decke,rf_bauproduktstatus_frage,TRIGGERS_REGULIERUNGSFRAGE,Decke triggers Bauproduktstatus question under EN 1168 CE product scope,web,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,true,200,PROVEN,belegt,EN 1168:2005+A3:2011 - Precast Concrete Hollow Core Slabs Standard,KEEP,F02,"prior P6-new-rel-331839390129 + agent07-rel-3021; Q01 merge redirect bt_hohlkoerperdecke→bt_decke"
F02-rel-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155337131653075377,bt_decke,rf_tragwerkssicherheit_frage,TRIGGERS_REGULIERUNGSFRAGE,Decke triggers structural-safety regulation question per EN 1168 floor/roof application,web,https://standards.iteh.ai/catalog/standards/cen/e42ae69b-eeba-4f82-b1a2-a0ef748a1752/en-1168-2005a3-2011,true,200,PROVEN,belegt,"The applications considered are floors and roofs of buildings",KEEP,F02,"prior P6-new-rel-131653075377 + agent07-rel-3022; Q01 merge redirect bt_hohlkoerperdecke→bt_decke"
