claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes,source_agent,coverage_level,graph_element_id,match_status
w3_03-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360117,bg_mehrere_mehrere_brighton_teppichfliesen_fassade,mat_textil,NUTZT_MATERIAL,bg_mehrere_mehrere_brighton_teppichfliesen_fassade —[NUTZT_MATERIAL]→ mat_textil (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360117,rel
w3_03-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674898,bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade,mat_glas,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade —[NUTZT_MATERIAL]→ mat_glas (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674898,rel
w3_03-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360146,bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade,mat_stahl,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_cloister_glass_facade —[NUTZT_MATERIAL]→ mat_stahl (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360146,rel
w3_03-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674899,bg_mehrere_mehrere_christ_pavilion_complete_ensemble,mat_beton,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_complete_ensemble —[NUTZT_MATERIAL]→ mat_beton (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674899,rel
w3_03-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360147,bg_mehrere_mehrere_christ_pavilion_complete_ensemble,mat_glas,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_complete_ensemble —[NUTZT_MATERIAL]→ mat_glas (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360147,rel
w3_03-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583045395,bg_mehrere_mehrere_christ_pavilion_complete_ensemble,mat_naturstein,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_complete_ensemble —[NUTZT_MATERIAL]→ mat_naturstein (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157505368583045395,rel
w3_03-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396730643,bg_mehrere_mehrere_christ_pavilion_complete_ensemble,mat_stahl,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_complete_ensemble —[NUTZT_MATERIAL]→ mat_stahl (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1159757168396730643,rel
w3_03-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674902,bg_mehrere_mehrere_christ_pavilion_marble_glass_wall,mat_glas,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_marble_glass_wall —[NUTZT_MATERIAL]→ mat_glas (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674902,rel
w3_03-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360150,bg_mehrere_mehrere_christ_pavilion_marble_glass_wall,mat_naturstein,NUTZT_MATERIAL,bg_mehrere_mehrere_christ_pavilion_marble_glass_wall —[NUTZT_MATERIAL]→ mat_naturstein (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155253568769360150,rel
w3_03-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674913,bg_mehrere_mehrere_crclr_wood_aluminium_windows,mat_aluminium,NUTZT_MATERIAL,bg_mehrere_mehrere_crclr_wood_aluminium_windows —[NUTZT_MATERIAL]→ mat_aluminium (catalogue W3),logic,,false,,UNSUPPORTED,unbelegt,,DELETE,W3-03,no candidate HTTP URL,W3-03,element,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674913,rel
