claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
IER-B1-0001,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602384,cbre,p_55_great_suffolk_street_london,BETEILIGT_AN,Akteur cbre beteiligt an Projekt p_55_great_suffolk_street_london,web,https://nla.london/projects/55-great-suffolk-street,true,200,PARTIAL,teilweise_belegt,"With 97% of the building's structural steel sourced though reuse pathways, this project is an excellent example of the possibilities that a well-planned approach to the circular economy can achieve whilst demonstrating to the market a practical implementation of Circular Economy principles."" Matthew",RESOURCE,IER-B1,"project on page, actor 'CBRE' not named; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv"
IER-B1-0002,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602386,gardiner_and_theobald,p_55_great_suffolk_street_london,BETEILIGT_AN,Akteur gardiner_and_theobald beteiligt an Projekt p_55_great_suffolk_street_london,web,https://www.ribaj.com/intelligence/reusing-steel-fabrix-hawkins-brown-sheppard-robson-riba-exhibition/,true,200,PARTIAL,teilweise_belegt,"Two of the company’s London projects reuse steel to adapt old buildings: at Roots in the Sky with Sheppard Robson, a transformation of old Blackfriars Crown Court, it will support the plant floors, and at 55 Great Suffolk Street it will make up the structure for a new external core designed by Hawki",RESOURCE,IER-B1,"project on page, actor 'Gardiner & Theobald' not named; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv"
IER-B1-0003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602387,cantillon,p_55_great_suffolk_street_london,BETEILIGT_AN,Akteur cantillon beteiligt an Projekt p_55_great_suffolk_street_london,web,https://www.ribaj.com/intelligence/reusing-steel-fabrix-hawkins-brown-sheppard-robson-riba-exhibition/,true,200,PARTIAL,teilweise_belegt,"Two of the company’s London projects reuse steel to adapt old buildings: at Roots in the Sky with Sheppard Robson, a transformation of old Blackfriars Crown Court, it will support the plant floors, and at 55 Great Suffolk Street it will make up the structure for a new external core designed by Hawki",RESOURCE,IER-B1,"project on page, actor 'Cantillon' not named; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv"
IER-B1-0004,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602951,abn_amro,p_circl_abn_amro,BETEILIGT_AN,Akteur abn_amro beteiligt an Projekt p_circl_abn_amro,web,https://www.degebouwengids.nl/en/circl-circular-and-sustainable/,true,200,PROVEN,belegt,"The furniture in Circl was previously used, and restored, by ABN AMRO.",KEEP,IER-B1,both endpoints on page; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv
IER-B1-0005,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602952,bam_bouw_techniek,p_circl_abn_amro,BETEILIGT_AN,Akteur bam_bouw_techniek beteiligt an Projekt p_circl_abn_amro,web,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,true,,UNSUPPORTED,unbelegt,,DELETE,IER-B1,fetched but neither endpoint confirmed; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv
IER-B1-0006,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602953,tu_delft,p_circl_abn_amro,BETEILIGT_AN,Akteur tu_delft beteiligt an Projekt p_circl_abn_amro,web,https://www.oneplanetnetwork.org/knowledge-centre/projects/construction-circl-pavilion-amsterdam,true,,UNSUPPORTED,unbelegt,,DELETE,IER-B1,fetched but neither endpoint confirmed; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv
IER-B1-0007,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602954,big_bundesimmobilien,p_meduni_campus_mariannengasse,BETEILIGT_AN,Akteur big_bundesimmobilien beteiligt an Projekt p_meduni_campus_mariannengasse,web,https://www.baukarussell.at/2020/09/03/vom-luster-bis-zum-kupferkabel/,true,,UNSUPPORTED,unbelegt,,DELETE,IER-B1,fetched but neither endpoint confirmed; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv
IER-B1-0008,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602955,meduni_wien,p_meduni_campus_mariannengasse,BETEILIGT_AN,Akteur meduni_wien beteiligt an Projekt p_meduni_campus_mariannengasse,web,https://www.baukarussell.at/2020/09/03/vom-luster-bis-zum-kupferkabel/,true,,UNSUPPORTED,unbelegt,,DELETE,IER-B1,fetched but neither endpoint confirmed; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_01.csv
IER-B1-0009,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602958,empa,p_umar_unit,BETEILIGT_AN,Akteur empa beteiligt an Projekt p_umar_unit,web,https://www.front-materials.com/projects/urban-mining-dry-stacking-bricks-switzerland/,true,200,PARTIAL,teilweise_belegt,"The Urban Mining and Recycling (UMAR) Experimental Unit is one of the units at the NEST research building on the Swiss Federal Laboratories for Materials Science and Technology (EMPA) campus in Dübendorf, Switzerland.",RESOURCE,IER-B1,actor only on page; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_05.md
IER-B1-0010,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153022659676602959,stiftung_pwg,p_schaerenmoosstrasse_zuerich,BETEILIGT_AN,Akteur stiftung_pwg beteiligt an Projekt p_schaerenmoosstrasse_zuerich,web,https://www.espazium.ch/de/aktuelles/re-use-vorwaertsgerichtet,true,,UNSUPPORTED,unbelegt,,DELETE,IER-B1,fetched but neither endpoint confirmed; source=dossier:_neo4j/intake/inbox/research/new taxonomy edit/reuse_taxonomy_v9_connection_expansion_batch_03.md
