claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
A13-rel-type-0001,rel,ERFORDERT_NACHWEIS,,,ERFORDERT_NACHWEIS,"All 1578 ERFORDERT_NACHWEIS edges target :Nachweisforderung from valid domains (Bauteilgruppe 955, Projekt 415, Regulierungsfrage 88, Material 53, Bauteiltyp 32, Bauwerk 14, Schadstoff 13, Leistungsanforderung 8)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% of ERFORDERT_NACHWEIS endpoints conform to schema range :Nachweisforderung; all source labels in allowed domain set",KEEP,13,"target-label rule PASS; count reconciles to 1578"
A13-rel-type-0002,rel,TRIGGERS_REGULIERUNGSFRAGE,,,TRIGGERS_REGULIERUNGSFRAGE,"All 1130 TRIGGERS_REGULIERUNGSFRAGE edges target :Regulierungsfrage from valid domains (Bauteilgruppe 722, Projekt 320, Material 37, Bauteiltyp 31, Schadstoff 13, Bauwerk 7)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% of TRIGGERS_REGULIERUNGSFRAGE endpoints target :Regulierungsfrage; no edge points to a non-Regulierungsfrage node",KEEP,13,"target-label rule PASS; count reconciles to 1130"
A13-rel-type-0003,rel,HAT_PROZESSPHASE,,,HAT_PROZESSPHASE,"All 679 HAT_PROZESSPHASE edges target :Prozessphase from valid domains (Bauteilgruppe 567, Projekt 112)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Prozessphase; domains {Bauteilgruppe,Projekt} match schema",KEEP,13,"count reconciles to 679"
A13-rel-type-0004,rel,HAT_BESCHAFFUNGSWEG,,,HAT_BESCHAFFUNGSWEG,"All 592 HAT_BESCHAFFUNGSWEG edges target :Beschaffungsweg from valid domains (Bauteilgruppe 468, Projekt 60, Akteur 57, Software 7)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Beschaffungsweg; domains match schema",KEEP,13,"count reconciles to 592"
A13-rel-type-0005,rel,HAT_LOGISTIK,,,HAT_LOGISTIK,"All 434 HAT_LOGISTIK edges target :Logistik from valid domains (Bauteilgruppe 337, Projekt 97)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Logistik; domains {Bauteilgruppe,Projekt} match schema",KEEP,13,"count reconciles to 434"
A13-rel-type-0006,rel,HAT_RUECKBAUVERFAHREN,,,HAT_RUECKBAUVERFAHREN,"All 308 HAT_RUECKBAUVERFAHREN edges target :Rueckbauverfahren from valid domains (Bauteilgruppe 305, Projekt 3)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Rueckbauverfahren; domains match schema",KEEP,13,"count reconciles to 308"
A13-rel-type-0007,rel,HAT_ERGEBNIS,,,HAT_ERGEBNIS,"All 294 HAT_ERGEBNIS edges target :Wiederverwendungsergebnis from valid domains (Bauteilgruppe 291, Projekt 3)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Wiederverwendungsergebnis; domains match schema",KEEP,13,"count reconciles to 294"
A13-rel-type-0008,rel,HAT_AUFBEREITUNG,,,HAT_AUFBEREITUNG,"All 267 HAT_AUFBEREITUNG edges target :Aufbereitungsverfahren from valid domains (Bauteilgruppe 211, ReuseRule 37, Projekt 19)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Aufbereitungsverfahren; domains match schema",KEEP,13,"count reconciles to 267"
A13-rel-type-0009,rel,HAT_RESSOURCENQUELLE,,,HAT_RESSOURCENQUELLE,"All 264 HAT_RESSOURCENQUELLE edges target :Ressourcenquelle from valid domains (Bauteilgruppe 256, Projekt 7, Materialdepot 1)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Ressourcenquelle; domains match schema",KEEP,13,"count reconciles to 264"
A13-rel-type-0010,rel,HAT_METHODE,,,HAT_METHODE,"All 244 HAT_METHODE edges target :Methode from valid domains (Akteur 146, Projekt 80, Bauteilgruppe 13, Software 5)",logic,get-schema + domain/range matrix query,false,,PROVEN,belegt,"100% target :Methode; domains match schema",KEEP,13,"count reconciles to 244"
