claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict_before,verdict_after,confidence,proof_quote,proposed_action,patch_op,agent_id,notes,coverage_level,graph_element_id,evidence_basis,matched_aliases,alias_score,project_anchor_hit,component_family_hit,search_tier,queries_tried
EP03-0198,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141599,bg_holz_mehrere_crclr_recycled_gallery_interior,bt_ausbau,HAT_BAUTEILTYP,bg_holz_mehrere_crclr_recycled_gallery_interior -HAT_BAUTEILTYP-> Ausbau,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141599,,,,false,false,,0
EP03-0199,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826847,bg_holz_mehrere_crclr_recycled_gallery_interior,bt_boden,HAT_BAUTEILTYP,bg_holz_mehrere_crclr_recycled_gallery_interior -HAT_BAUTEILTYP-> Boden,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826847,,,,false,false,,0
EP03-0200,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512095,bg_holz_mehrere_crclr_recycled_gallery_interior,bt_wand,HAT_BAUTEILTYP,bg_holz_mehrere_crclr_recycled_gallery_interior -HAT_BAUTEILTYP-> Wand,web,,false,,UNSUPPORTED,UNSUPPORTED,hoch,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1157492174443512095,,,,false,false,,0
EP03-0258,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141600,bg_keramik_technik_crclr_sanitary_objects,bt_technik,HAT_BAUTEILTYP,bg_keramik_technik_crclr_sanitary_objects -HAT_BAUTEILTYP-> Technik,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141600,,,,false,false,,0
EP03-0280,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141598,bg_mehrere_fassade_crclr_curtain_wall_sheet_glass,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_fassade_crclr_curtain_wall_sheet_glass -HAT_BAUTEILTYP-> Fassade,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141598,,,,false,false,,0
EP03-0308,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141601,bg_mehrere_mehrere_crclr_wood_aluminium_windows,bt_fassade,HAT_BAUTEILTYP,bg_mehrere_mehrere_crclr_wood_aluminium_windows -HAT_BAUTEILTYP-> Fassade,web,E:\recherche\_neo4j\processed\projects\records\p_crclr_house_impact_hub_berlin.kg.jsonl,true,local,UNSUPPORTED,PARTIAL,niedrig,Wiederverwendete Holz-Alu-Fenster / Außenfenster,KEEP,,BG-02,"{""matched_aliases"": [""Holz-Alu-Fenster"", ""fenster""], ""score"": 7, ""tier"": ""primary"", ""source"": ""dossier_partial""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141601,dossier,Holz-Alu-Fenster;fenster,7,true,true,primary,1
EP03-0309,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826849,bg_mehrere_mehrere_crclr_wood_aluminium_windows,bt_fenster,HAT_BAUTEILTYP,bg_mehrere_mehrere_crclr_wood_aluminium_windows -HAT_BAUTEILTYP-> Fenster,web,E:\recherche\_neo4j\processed\projects\records\p_crclr_house_impact_hub_berlin.kg.jsonl,true,local,UNSUPPORTED,PROVEN,belegt,Wiederverwendete Holz-Alu-Fenster / Außenfenster,UPGRADE,set_rel_properties,BG-02,"{""matched_aliases"": [""Holz-Alu-Fenster"", ""fenster""], ""score"": 9, ""tier"": ""primary"", ""source"": ""dossier""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826849,bg_hunt_alias_match,Holz-Alu-Fenster;fenster,9,true,true,primary,1
EP03-0439,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141602,bg_stahl_mehrere_crclr_roof_to_stair_stringers,bt_traeger,HAT_BAUTEILTYP,bg_stahl_mehrere_crclr_roof_to_stair_stringers -HAT_BAUTEILTYP-> Traeger,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141602,,,,false,false,,0
EP03-0440,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826850,bg_stahl_mehrere_crclr_roof_to_stair_stringers,bt_treppe,HAT_BAUTEILTYP,bg_stahl_mehrere_crclr_roof_to_stair_stringers -HAT_BAUTEILTYP-> Treppe,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826850,,,,false,false,,0
EP03-0441,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141603,bg_stahl_mehrere_crclr_trusses_greenhouse,bt_dach,HAT_BAUTEILTYP,bg_stahl_mehrere_crclr_trusses_greenhouse -HAT_BAUTEILTYP-> Dach,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1152988574816141603,,,,false,false,,0
EP03-0442,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826851,bg_stahl_mehrere_crclr_trusses_greenhouse,bt_traeger,HAT_BAUTEILTYP,bg_stahl_mehrere_crclr_trusses_greenhouse -HAT_BAUTEILTYP-> Traeger,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1155240374629826851,,,,false,false,,0
EP03-1003,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674911,bg_holz_mehrere_crclr_recycled_gallery_interior,mat_holz,NUTZT_MATERIAL,bg_holz_mehrere_crclr_recycled_gallery_interior -NUTZT_MATERIAL-> Holz,web,,false,,UNSUPPORTED,UNSUPPORTED,unbelegt,,KEEP_DEFERRED,,BG-02,"{""queries_tried"": 0, ""urls"": [], ""reason"": ""no_qualifying_quote""}",bg_hunt,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153001768955674911,,,,false,false,,0
