claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
Q02-N-001,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5253,bw_berlin_fitout_donor_sources,,Materialdepot,Aggregated Berlin fit-out donor sources depot exists as named site,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"name_full = Aggregierte Donorquellen; aggregate placeholder not a discrete depot",DEPRECATE_NODE,Q02,EP09-n-0001/R01-N-002; 7 AUS_SPENDER + 1 HAT_BAUWERK removed; no redirect target
Q02-N-002,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4852,bw_chiro_itterbeek_reuse_supply_network,,Materialdepot,Chiro d'Itterbeek reuse/surplus supply network depot exists,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"supply-network abstraction miscast as Materialdepot; no first-party depot URL",DEPRECATE_NODE,Q02,EP09-n-0002/R01-N-003; 11 AUS_SPENDER + 1 HAT_BAUWERK removed
Q02-N-003,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5683,bw_donor_gebaudegruppe_resource_rows_mauerwerk,,Materialdepot,Resource Rows masonry donor building-group depot exists,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"Donor-Gebäudegruppe aggregate label; no discrete depot to source",DEPRECATE_NODE,Q02,EP09-n-0003/R01-N-006; 1 AUS_SPENDER removed
Q02-N-004,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5802,bw_externe_stahl_donor_stockholder,,Materialdepot,External steel donor / Cleveland S&T stockholder aggregate depot exists,logic,ledger/remediation_r01.csv;R01 bw_cleveland_steel_and_tubes_stock,false,,MISSING_EVIDENCE,,"Externe Stahl-Donorquellen aggregate; duplicates bw_cleveland_steel_and_tubes_stock",DEPRECATE_NODE,Q02,EP09-n-0004/R01-N-008; merge_node→bw_cleveland_steel_and_tubes_stock; AUS_SPENDER+HAT_BAUWERK redirected (Timber Square)
Q02-N-005,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5212,bw_holbein_grosvenor_donor_projects,,Materialdepot,Grosvenor donor projects depot for reuse steel exists,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"Grosvenor-Donor-Projekte aggregate portfolio; not a discrete depot",DEPRECATE_NODE,Q02,EP09-n-0005/R01-N-009; 1 AUS_SPENDER + 1 HAT_BAUWERK removed
Q02-N-006,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5428,bw_lo_reninge_reuse_brick_source,,Materialdepot,Lo-Reninge reused-brick source depot exists,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"Unbekannte Quelle der wiederverwendeten Ziegel — explicit unknown-source placeholder",DEPRECATE_NODE,Q02,EP09-n-0006/R01-N-010; 1 AUS_SPENDER + 1 HAT_BAUWERK removed
Q02-N-007,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5456,bw_maison_des_canaux_unspecified_donors,,Materialdepot,Maison des Canaux unspecified donor depot exists,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"Unbekannte Reuse-Quellen — explicit unknown-source placeholder",DEPRECATE_NODE,Q02,EP09-n-0007/R01-N-011; 4 AUS_SPENDER + 1 HAT_BAUWERK removed
Q02-N-008,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5466,bw_maison_dna_unknown_brick_donor,,Materialdepot,Maison DNA unknown brick-donor depot exists,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"Unbekannte Spenderquelle der wiederverwendeten Ziegel — explicit unknown-source placeholder",DEPRECATE_NODE,Q02,EP09-n-0008/R01-N-012; 1 AUS_SPENDER + 1 HAT_BAUWERK removed
Q02-N-009,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:5619,bw_messebau_lager_hannover,,Materialdepot,Messebau trade-fair storage Hannover depot exists,logic,ledger/remediation_r01.csv;Cityförster Recyclinghaus PDF,false,,MISSING_EVIDENCE,,"Messebau-Lager label; source describes trade-fair boards from demolition projects not a named depot",DEPRECATE_NODE,Q02,EP09-n-0009/R01-N-013; 1 AUS_SPENDER + 1 HAT_BAUWERK removed
Q02-N-010,node,4:5f542910-8dcf-46a9-a77c-dfff0c64ee65:4812,bw_p2_massenwohnungsbau_donor_unknown,,Materialdepot,Unknown P2 mass-housing donor building depot exists,logic,ledger/remediation_r01.csv;ledger/element_proof_agent_09.csv,false,,MISSING_EVIDENCE,,"Unbekanntes P2-Massenwohnungsbau-Spendergebaeude — explicit unknown-source placeholder",DEPRECATE_NODE,Q02,EP09-n-0010/R01-N-014; 2 AUS_SPENDER + 1 HAT_BAUWERK removed
