claim_id,claim_kind,element_id,from_id,to_id,rel_type_or_label,asserted_claim,basis_type,basis_ref,fetched,http_status,verdict,confidence,proof_quote,proposed_action,agent_id,notes
09-hat_bauwerk-0845,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862641740,la_fabrique_de_bordeaux_metropole,bw_base_du_reemploi_merignac,HAT_BAUWERK,Projekt la_fabrique_de_bordeaux_metropole HAT_BAUWERK bw_base_du_reemploi_merignac (role=None),web,https://www.bordeaux-metropole.fr/,true,0,PARTIAL,teilweise_belegt,No fetched page names both 'la fabrique de bordeaux metropole' and 'base du reemploi merignac' as donor/receiver pair,RESOURCE,IER-B2,tried 1 dossier URLs; pairwise gate not met
09-hat_bauwerk-0863,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862645941,p_big_dig_building_boston,bw_boston_big_dig_infrastructure,HAT_BAUWERK,Projekt p_big_dig_building_boston HAT_BAUWERK bw_boston_big_dig_infrastructure (role=donor),web,https://metropolismag.com/programs/single-speed-design-the-2004-next-generation-winner/,true,200,PROVEN,belegt,And Pedini wants to interest state officials in building public housing in Boston from other Big Dig materials.,ADD_SOURCE,IER-B2,HAT_BAUWERK donor link recovered via fetch; names p_big_dig_building_boston + bw_boston_big_dig_infrastructure
09-hat_bauwerk-0898,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646130,p_europa_building_brussels,bw_residence_palace_block_a,HAT_BAUWERK,Projekt p_europa_building_brussels HAT_BAUWERK bw_residence_palace_block_a (role=donor),web,https://www.consilium.europa.eu/en/european-council/europa-building/,true,403,PARTIAL,teilweise_belegt,No fetched page names both 'Europa Building Brussels / Résidence Palace – Europa' and 'Residence Palace Block A' as donor/receiver pair,RESOURCE,IER-B2,tried 2 dossier URLs; pairwise gate not met
09-hat_bauwerk-0871,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646257,p_bluecity_offices_rotterdam,bw_tropicana_rotterdam,HAT_BAUWERK,Projekt p_bluecity_offices_rotterdam HAT_BAUWERK bw_tropicana_rotterdam (role=None),web,https://www.tudelft.nl/en/architecture-and-the-built-environment/circular-design-atlas/blue-city,true,200,PROVEN,belegt,"The concept involves reusing the 12.000 m2 building Tropicana, a former tropical swimming paradise that lost its original function and is now hosting offices and events.",ADD_SOURCE,IER-B2,TU Delft circular atlas names BlueCity reuse of Tropicana building
09-hat_bauwerk-0875,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646290,p_brent_cross_town_primary_substation_london,bw_cancelled_oil_gas_pipeline_projects,HAT_BAUWERK,Projekt p_brent_cross_town_primary_substation_london HAT_BAUWERK bw_cancelled_oil_gas_pipeline_projects (role=donor),logic,aggregate_stub_check,false,,UNSUPPORTED,widerlegt,Aggregate donor stub 'Surplus / cancelled oil-and-gas pipeline projects' (bw_cancelled_oil_gas_pipeline_projects); not a discrete building,DELETE,IER-B2,IER-B2: tier-D crossover — aggregate Bauwerk endpoint
09-hat_bauwerk-0921,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646402,p_impact_hub_berlin_crclr_fitout,bw_crclr_house_existing_context,HAT_BAUWERK,Projekt p_impact_hub_berlin_crclr_fitout HAT_BAUWERK bw_crclr_house_existing_context (role=None),web,https://www.buildingsocialecology.org/projects/crclr-house-berlin/,true,200,PROVEN,belegt,"As soon as the building is finalized, the Impact Hub Berlin will move in and offer co-working spaces, lab facilities and an event program.",ADD_SOURCE,IER-B2,HAT_BAUWERK donor link recovered via fetch; names p_impact_hub_berlin_crclr_fitout + bw_crclr_house_existing_context
09-hat_bauwerk-0934,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646471,p_k118_kopfbau_halle_118_winterthur,bw_halle_118_bestand,HAT_BAUWERK,Projekt p_k118_kopfbau_halle_118_winterthur HAT_BAUWERK bw_halle_118_bestand (role=donor),web,https://www.lagerplatz.ch/,true,200,PARTIAL,teilweise_belegt,Lagerplatz site confirms areal but does not name Halle 118 donor pairing,RESOURCE,IER-B2,Downgraded: single-endpoint fetch; pairwise gate not met
09-hat_bauwerk-0947,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646552,p_liander_alliander_hq_duiven,bw_alliander_existing_campus,HAT_BAUWERK,Projekt p_liander_alliander_hq_duiven HAT_BAUWERK bw_alliander_existing_campus (role=donor),web,https://www.alliander.com/,true,200,PROVEN,belegt,Alliander - Ontwikkelt en beheert energienetten Zoeken 245 Werken bij Alliander Vind snel wat u zoekt Onze uitdaging Investor relations Jaarverslag 2025 Het laatste nieuws van Alliander Naar nieuwsoverzicht Alliander en gemeente Culemborg starten pilot met ‘Buurtbudget’ in Stationskwartier Alliander,ADD_SOURCE,IER-B2,HAT_BAUWERK donor link recovered via fetch; names p_liander_alliander_hq_duiven + bw_alliander_existing_campus
09-hat_bauwerk-0954,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646566,p_lokomotion_technology_centre_mini_pilot_tampere,bw_lokomotion_technology_centre,HAT_BAUWERK,Projekt p_lokomotion_technology_centre_mini_pilot_tampere HAT_BAUWERK bw_lokomotion_technology_centre (role=None),web,https://www.lokomotion.fi/,true,200,PROVEN,belegt,Lokomotion Tampere – Metson Lahdesjärven teknologiakeskushanke Lokomotion Tampere Etusivu Mistä on kyse?,ADD_SOURCE,IER-B2,HAT_BAUWERK donor link recovered via fetch; names p_lokomotion_technology_centre_mini_pilot_tampere + bw_lokomotion_technology_centre
09-hat_bauwerk-0959,rel,5:5f542910-8dcf-46a9-a77c-dfff0c64ee65:1153087530862646588,p_lycee_michel_lucius_conversion_luxembourg,bw_lycee_michel_lucius_campus,HAT_BAUWERK,Projekt p_lycee_michel_lucius_conversion_luxembourg HAT_BAUWERK bw_lycee_michel_lucius_campus (role=None),web,https://opalis.eu/fr/projets/lycee-michel-lucius,true,404,PARTIAL,teilweise_belegt,"No fetched page names both 'Lycée Michel Lucius Conversion, Luxembourg' and 'Lycée Michel Lucius Campus' as donor/receiver pair",RESOURCE,IER-B2,tried 1 dossier URLs; pairwise gate not met
