id,label,url,fallstudien,n_fallstudien
Circular_Material_Systems_CRCLR_Impact_Hub_Berlin,Circular Material Systems – CRCLR / Impact Hub Berlin,https://circularmaterialsystems.com/en/case/impact-hub-berlin-crclr-house/,Bestandshalle_CRCLR_House; CRCLR_House_Impact_Hub_Berlin,2
ZRS_Ingenieure_CRCLR_House,ZRS Ingenieure – CRCLR House,https://www.zrs.berlin/en/project/crclr-house-2/,CRCLR_House_Impact_Hub_Berlin,1
BauNetz_Wissen_CRCLR_Haus_in_Berlin,BauNetz Wissen – CRCLR-Haus in Berlin,https://www.baunetzwissen.de/controlling-und-management/objekte/case-studies---bueromanagement/crclr-haus-in-berlin-9821591,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; CRCLR_House_Impact_Hub_Berlin; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,6
nbau_Transformation_bauen_das_CRCLR_Haus_in_Berlin,nbau – Transformation bauen – das CRCLR-Haus in Berlin,https://www.nbau.org/2022/12/08/transformation-bauen-das-crclr-haus-in-berlin,CRCLR_House_Impact_Hub_Berlin,1
LXSY_Architektur_Impact_Hub_Berlin_at_CRCLR_House,LXSY Architektur – Impact Hub Berlin at CRCLR-House,https://lxsy.de/en/projects/impact-hub-berlin-at-crclr-house,CRCLR_House_Impact_Hub_Berlin,1
Zukunftsagentur_Bau_CRCLR_Haus,Zukunftsagentur Bau – CRCLR-Haus,https://www.zukunft-bau.at/projekt/buero-gewerbe/crclr-haus,CRCLR_House_Impact_Hub_Berlin,1
Architektenkammer_Berlin_CRCLR_Haus,Architektenkammer Berlin – CRCLR-Haus,https://www.ak-berlin.de/baukultur/da-architektur-in-und-aus-berlin/projekte-da-2024/projekte-detailseite/crclr-haus-1/,CRCLR_House_Impact_Hub_Berlin,1
Zirkular_Culture_Commercial_Center_ELYS,Zirkular – Culture & Commercial Center ELYS,https://zirkular.net/en/project/culture-commercial-center-elys/,ELYS_Kultur_Gewerbehaus_Basel; ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal,2
Kanton_Basel_Stadt_Kultur_und_Gewerbehaus_ELYS_Umnutzung,"Kanton Basel-Stadt – Kultur- und Gewerbehaus ELYS, Umnutzung/Umbau",https://www.bs.ch/schwerpunkte/bauprojekte/seiten/hochbauprojekte/kultur-und-gewerbehaus-elys-umnutzungumbau,ELYS_Kultur_Gewerbehaus_Basel; ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal,2
Kanton_Basel_Stadt_Das_neue_Kultur_und_Gewerbehaus_Basel,Kanton Basel-Stadt – Das neue Kultur- und Gewerbehaus Basel heisst ELYS,https://www.bs.ch/medienmitteilungen/fd/2020-das-neue-kultur-und-gewerbehaus-basel-heisst-elys,ELYS_Kultur_Gewerbehaus_Basel,1
DETAIL_Kultur_und_Gewerbehaus_Elys,DETAIL – Kultur- und Gewerbehaus Elys,https://www.detail.de/kultur-und-gewerbehaus-elys-von-bauburo-in-situ,ELYS_Kultur_Gewerbehaus_Basel,1
HUSNER_Umbau_Lysb_chel_Gewerbe_und_Kulturhaus_Elys,HUSNER – Umbau Lysbüchel Gewerbe- und Kulturhaus Elys,https://www.husner.ch/de/news/news-detail/umbau-lysbuechelareal-basel/,ELYS_Kultur_Gewerbehaus_Basel,1
BauNetz_Wissen_Kultur_und_Gewerbehaus_ELYS_in_Basel,BauNetz Wissen – Kultur- und Gewerbehaus ELYS in Basel,https://www.baunetzwissen.de/fassade/objekte/sport-freizeit/kultur--und-gewerbehaus-elys-in-basel-8470341,ELYS_Kultur_Gewerbehaus_Basel; ELYS_Kultur_und_Gewerbehaus_Basel_Lysbuechelareal,2
DBZ_Gewerbe_und_Kulturhaus_Elys_Basel_CH,DBZ – Gewerbe- und Kulturhaus Elys Basel/CH,https://www.dbz.de/artikel/dbz_Gewerbe-_und_Kulturhaus_Elys_Basel_CH_3632598.html,ELYS_Kultur_Gewerbehaus_Basel,1
db_deutsche_bauzeitung_Gewerbe_und_Kulturhaus_ELYS,db deutsche bauzeitung – Gewerbe- und Kulturhaus ELYS,https://www.db-bauzeitung.de/architektur/kulturbauten/gewerbe-und-kulturhaus-elys-baubuero-in-situ/,ELYS_Kultur_Gewerbehaus_Basel,1
Council_of_the_EU_Europa_Building,Council of the EU – Europa Building,https://www.consilium.europa.eu/en/contact/address/council-buildings/europa-building/,Europa_Building_Brussels,1
Council_of_the_EU_Europa_the_beating_heart_of_Europe,Council of the EU – Europa: the beating heart of Europe,https://www.consilium.europa.eu/nl/europa-building-story/,Europa_Building_Brussels,1
Visit_Brussels_Council_Europa_building,Visit Brussels – Council: Europa building,https://www.visit.brussels/en/visitors/venue-details.Conseil-Batiment-Europa.267464,Europa_Building_Brussels,1
Jan_De_Nul_Europa_building_in_Brussels,Jan De Nul – Europa building in Brussels,https://www.jandenul.com/projects/europa-building-brussels-belgium,Europa_Building_Brussels,1
Bopro_R_sidence_Palace_Europa_Building,Bopro – Résidence Palace / Europa Building,https://www.bopro.be/projects/residence-palace-europa-building,Europa_Building_Brussels,1
World_Architecture_Community_EU_Headquarters_facade,World Architecture Community – EU Headquarters facade,https://worldarchitecture.org/articles/cgmcc/eu_headquarters_facade_is_made_of_harmonised_patchwork_of_oak_windows_and_crystal_like_glazing.html,Europa_Building_Brussels,1
Thoravej_29_Sustainability,Thoravej 29 – Sustainability,https://www.thoravej29.dk/en/sustainability,Thoravej_29_Copenhagen,1
Thoravej_29_Repurposing_an_old_building,Thoravej 29 – Repurposing an old building,https://www.thoravej29.com/en/repurposing-an-old-building,Thoravej_29_Copenhagen,1
Thoravej_29_About,Thoravej 29 – About,https://www.thoravej29.dk/en/about,Thoravej_29_Copenhagen,1
Pihlmann_Architects_Thoravej_29,Pihlmann Architects – Thoravej 29,https://pihlmann.dk/project/thoravej-29,Thoravej_29_Copenhagen,1
Danish_Architecture_Center_Thoravej_29_What_Can_Be_Reused,"Danish Architecture Center – Thoravej 29: What Can Be Reused, Must Be Reused",https://dac.dk/en/magazine/places/thoravej-29-what-can-be-reused-must-be-reused-376,Thoravej_29_Copenhagen,1
K_benhavns_Kommune_Thoravej_29,Københavns Kommune – Thoravej 29,https://www.kk.dk/politik/politikker-og-indsatser/bolig-byggeri-og-byliv/bygningspraemiering/thoravej-29,Thoravej_29_Copenhagen,1
The_Architect_s_Newspaper_Thoravej_29,The Architect's Newspaper – Thoravej 29,https://www.archpaper.com/2025/04/thoravej-29-pihlmann-architects-workspace-copenhagen/,Thoravej_29_Copenhagen,1
baub_ro_in_situ_Altes_Hobelwerk_Winterthur,"baubüro in situ, Altes Hobelwerk Winterthur",https://www.insitu.ch/projekte/345-altes-hobelwerk-winterthur,Altes_Hobelwerk_Winterthur,1
Cirkla_Altes_Hobelwerk,"Cirkla, Altes Hobelwerk",https://www.cirkla.ch/de/le-reseau-du-reemploi/lannuaire/projets/altes-hobelwerk/,Altes_Hobelwerk_Winterthur,1
Baugenossenschaft_mehr_als_wohnen_Das_Hobelwerk_Areal,"Baugenossenschaft mehr als wohnen, Das Hobelwerk Areal",https://www.mehralswohnen.ch/hobelwerk-1,Altes_Hobelwerk_Winterthur; Hobelwerk_Haus_D_Oberwinterthur,2
Hobelwerk_Winterthur_Bauen_Geschichte_Bauprozess,"Hobelwerk Winterthur, Bauen / Geschichte / Bauprozess",https://www.hobelwerk-winterthur.ch/de/bauen.html,Altes_Hobelwerk_Winterthur; Hobelwerk_Haus_D_Oberwinterthur,2
Hobelwerk_Winterthur_Projektwebsite,"Hobelwerk Winterthur, Projektwebsite",https://www.hobelwerk-winterthur.ch/,Altes_Hobelwerk_Winterthur; Hobelwerk_Haus_D_Oberwinterthur,2
Kanton_Basel_Stadt_Bau_und_Verkehrsdepartement_Wohn_berb,"Kanton Basel-Stadt, Bau- und Verkehrsdepartement: `Wohnüberbauung Walkeweg Baufelder C/D, Neubau`, Projektseite",https://www.bs.ch/schwerpunkte/bauprojekte/seiten/hochbauprojekte/wohnueberbauung-walkeweg-baufelder-cd-neubau,Areal_Walkeweg_Nord,1
Kanton_Basel_Stadt_Arealentwicklung_Walkeweg_Wettbewerb_i,"Kanton Basel-Stadt: `Arealentwicklung Walkeweg: Wettbewerb ist entschieden`, Medienmitteilung, 02.05.2023",https://www.bs.ch/news/2023-arealentwicklung-walkeweg-wettbewerb-ist-entschieden,Areal_Walkeweg_Nord; Lysbuechel_Parkhaus,2
Hochbauamt_Basel_Stadt_Areal_Walkeweg_Nord_Basel_Wohn_be,"Hochbauamt Basel-Stadt: `Areal Walkeweg Nord Basel – Wohnüberbauung Baufelder C+D`, Jurybericht, April 2023",https://media.bs.ch/original_file/8e80b99a92a09ee372ff54721421eb6497819e1f/bvd-jurybericht-walkeweg-komprimiert-1.pdf,Areal_Walkeweg_Nord; Lysbuechel_Parkhaus,2
espazium_TEC21_Re_Use_als_Norm_29_06_2023,"espazium / TEC21: `Re-Use als Norm`, 29.06.2023",https://www.espazium.ch/de/aktuelles/re-use-als-norm,Areal_Walkeweg_Nord; Lysbuechel_Parkhaus,2
ArchDaily_Maria_Cristina_Florian_Parabase_Reuses_Prefabri,"ArchDaily: Maria-Cristina Florian, `Parabase Reuses Prefabricated Concrete Elements for a Radical Housing Development in Basel, Switzerland`, 12.10.2023",https://www.archdaily.com/1008183/parabase-reuses-prefabricated-concrete-elements-for-a-radical-housing-development-in-basel-switzerland,Areal_Walkeweg_Nord; Lysbuechel_Parkhaus,2
Wettbewerbe_Aktuell_Areal_Walkeweg_Nord_Basel_Wohn_berba,"Wettbewerbe Aktuell: `Areal Walkeweg Nord Basel – Wohnüberbauung Baufelder C+D`, Ergebnis",https://www.wettbewerbe-aktuell.de/ergebnis/areal-walkeweg-nord-basel-wohnuberbauung-baufelder-c-d-236933,Areal_Walkeweg_Nord; Lysbuechel_Parkhaus,2
CITYF_RSTER_architecture_urbanism_Recyclinghaus_Hannover,"CITYFÖRSTER architecture + urbanism: `Recyclinghaus Hannover`, Projektbeschreibung",https://www.cityfoerster.net/projekte/recyclinghaus-144.html,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
DGNB_Deutscher_Nachhaltigkeitspreis_Architektur_Rathaus,"DGNB / Deutscher Nachhaltigkeitspreis Architektur: `Rathaus Korbach – Urban Mining und Kreislaufwirtschaft`, Projekt-/Auszeichnungsinformationen",https://www.dgnb.de/de/projekte/rathaus-korbach,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
KIT_Mehr_WERT_Pavillon_Mehr_WERT_Pavillon_auf_der_BUGA_H,"KIT / Mehr.WERT.Pavillon: `Mehr.WERT.Pavillon auf der BUGA Heilbronn`, Projektinformationen",https://mehrwertpavillon.de/,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Berliner_Senatsverwaltung_f_r_Mobilit_t_Verkehr_Klimaschut,"Berliner Senatsverwaltung für Mobilität, Verkehr, Klimaschutz und Umwelt: `Re-Use von Bauteilen`",https://www.berlin.de/sen/uvk/umwelt/kreislaufwirtschaft/projekte/re-use-von-bauteilen/,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Bauteilb_rse_Bremen_Funktionst_chtige_Bauteile_gelangen_du,Bauteilbörse Bremen: `Funktionstüchtige Bauteile gelangen durch die bauteilbörse in die Wiederverwendung`,https://www.bauteilboerse-bremen.de/start,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Die_Bremer_Stadtreinigung_Wiederverwendung_gebrauchsf_hige,Die Bremer Stadtreinigung: `Wiederverwendung gebrauchsfähiger Bauteile – bauteilbörse bremen`,https://www.die-bremer-stadtreinigung.de/bauteilboerse,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Baunetz_Wissen_Umbau_und_Sanierung_Villa_Heike_in_Berlin,Baunetz Wissen: `Umbau und Sanierung: Villa Heike in Berlin`,https://www.baunetzwissen.de/beton/objekte/buero-verwaltung/umbau-und-sanierung-villa-heike-in-berlin-8008913,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Lendager_Resource_Rows_Projektbeschreibung,"Lendager: `Resource Rows`, Projektbeschreibung",https://lendager.com/project/resource-rows/,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
EU_Mies_Award_The_Resource_Rows_Projektdokumentation,"EU Mies Award: `The Resource Rows`, Projektdokumentation",https://eumiesawards.com/heritageobject/the-resource-rows/,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Ellen_MacArthur_Foundation_A_building_that_can_be_reused,"Ellen MacArthur Foundation: `A building that can be reused: Brummen Town Hall`, Circular Economy Case Study",https://www.ellenmacarthurfoundation.org/circular-examples/brummen-town-hall,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Empa_NEST_Urban_Mining_Recycling_UMAR,Empa NEST: `Urban Mining & Recycling (UMAR)`,https://nest.empa.ch/urban-mining,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Werner_Sobek_NEST_Unit_UMAR_Projektbeschreibung,"Werner Sobek: `NEST-Unit UMAR`, Projektbeschreibung",https://www.wernersobek.com/de/fokus/umar/,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Rotor_Deconstruction_Reuse_of_building_materials_made_easy,"Rotor Deconstruction: `Reuse of building materials made easy`, Selbstdarstellung",https://rotordc.com/,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Rotor_Rotor_DC_reuse_made_easy_Projektdokumentation,"Rotor: `Rotor DC: reuse made easy`, Projektdokumentation",https://rotordb.org/en/projects/rotor-dc-reuse-made-easy,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
Opalis_Re_use_of_building_materials_Verzeichnis_und_Wiss,"Opalis: `Re-use of building materials`, Verzeichnis und Wissensplattform für Belgien/Frankreich/Niederlande",https://opalis.eu/,Areal_Walkeweg_Nord; Bestandshalle_CRCLR_House; Da_Vinci_Business_District; Kindl_Areal; Lysbuechel_Parkhaus,5
ZRS_Architekten_Ingenieure_CRCLR_House,ZRS Architekten Ingenieure: `CRCLR House`,https://www.zrs.berlin/project/crclr-house/,Bestandshalle_CRCLR_House,1
LXSY_Architektur_Impact_Hub_Berlin_at_CRCLR_House_2,LXSY Architektur: `Impact Hub Berlin at CRCLR-House`,https://lxsy.de/projekte/impact-hub-berlin-at-crclr-house,Bestandshalle_CRCLR_House,1
Baunetz_ID_Zirkul_re_Innenarchitektur_im_Berliner_CRCLR_Ha,"Baunetz ID: `Zirkuläre Innenarchitektur im Berliner CRCLR Haus von LXSY Architektur`, 2022",https://www.baunetz-id.de/projekte/arbeitsplatz-aus-zweiter-hand-20896291,Bestandshalle_CRCLR_House,1
db_deutsche_bauzeitung_CRCLR_Haus_in_Berlin_Neuk_lln_von_D,"db deutsche bauzeitung: `CRCLR-Haus in Berlin-Neukölln von Die Zusammenarbeiter`, 27.10.2023",https://www.db-bauzeitung.de/architektur/wohnungsbau/crclr-haus-in-berlin-neukoelln-die-zusammenarbeiter/,Bestandshalle_CRCLR_House,1
nbau_Transformation_bauen_das_CRCLR_Haus_in_Berlin_08,"nbau: `Transformation bauen – das CRCLR-Haus in Berlin`, 08.12.2022",https://www.nbau.org/2022/12/08/transformation-bauen-das-crclr-haus-in-berlin/,Bestandshalle_CRCLR_House,1
DBZ_CRCLR_house_Berlin,"DBZ: `CRCLR house, Berlin`",https://www.dbz.de/artikel/crclr-house-berlin-3945221.html,Bestandshalle_CRCLR_House; Kindl_Areal,2
LXSY_Architektur_BOELL_LAB_Projektseite_Kategorie_In_P,"LXSY Architektur, „BOELL.LAB“, Projektseite, Kategorie „In Planung“, Jahr 2023, Berlin",https://lxsy.de/projekte/boelllab,BOELL_LAB_Berlin,1
asp_Architekten_Pavillion_Karl_Marx_Allee_Prototyp_f_r_Z,"asp Architekten, „Pavillion Karl-Marx-Allee – Prototyp für Zirkuläres Bauen“",https://www.asp-architekten.de/portfolio-items/pavillion-karl-marx-allee-prototyp-fuer-zirkulaeres-bauen/,BOELL_LAB_Berlin,1
