anchor_id,url,http_status,first_party,source_kind,evidence_notes
articonnex,https://articonnex.com/,200,True,history_previous_pass_or_brief_url,
articonnex,https://articonnex.com/collections/reemploi,200,True,history_previous_pass_or_brief_url,Current collection page was used to preserve flooring/parquet/OSB/carrelage-style candidate links; product-level confirmation remains advised.
articonnex,https://www.jaimelesstartups.fr/articonnex-economie-circulaire-anti-gaspi-materieux-bricolage/,200,False,history_previous_pass_or_brief_url,Historical/press context: anti-waste circular economy for DIY/building materials.
backacia,https://backacia.com/,200,True,history_previous_pass_or_brief_url,Current page describes a marketplace for reused construction materials/equipment for BTP professionals.
backacia,https://opalis.eu/en/dealers/backacia,200,False,history_previous_pass_or_brief_url,
backacia,https://app.dealroom.co/companies/backacia,200,False,history_previous_pass_or_brief_url,
backacia,https://opalis.eu/fr/fournisseurs/backacia,200,False,current_or_historical_source_collected_2026_05_31,"Opalis dealer page gives concrete families: sanitaires, chauffage/climatisation, CHR, floor coverings, joinery, luminaires, wood, electrical equipment."
backacia,https://backacia.com/collections/autres,200,True,current_or_historical_source_collected_2026_05_31,"Collection text names cloisons, sanitaires, luminaires and other reused construction materials."
baticycle,https://baticycle.fr/,200,True,history_previous_pass_or_brief_url,
baticycle,https://baticycle.fr/materiaux-second-oeuvre/,200,True,history_previous_pass_or_brief_url,Second-oeuvre positioning supports fit-out / internal component categories.
baticycle,https://marketplace.skop.app/baticycle,200,False,history_previous_pass_or_brief_url,Skop vendor evidence for Baticycle as a reuse-material seller.
batiterre,https://www.batiterre.be/,200,True,history_previous_pass_or_brief_url,
batiterre,https://www.batiterre.be/shop,200,True,history_previous_pass_or_brief_url,Shop/source for reused materials and component stock.
batiterre,https://www.batiterre.be/vente-et-preparation-au-reemploi,200,True,history_previous_pass_or_brief_url,Preparation-for-reuse page used for reconditioning/process link.
batiterre,https://opalis.eu/fr/fournisseurs/batiterre,200,False,history_previous_pass_or_brief_url,Opalis supplier record used as secondary check for shop + reuse-laden + deconstruction role.
batrecup,https://www.batrecup.com/,200,True,history_previous_pass_or_brief_url,Community platform for construction-material reuse.
batrecup,https://www.batrecup.com/batrecup-lappli-cest-parti/,200,True,history_previous_pass_or_brief_url,
batrecup,https://play.google.com/store/apps/details?id=com.batrecup,200,False,history_previous_pass_or_brief_url,
batrecup,https://www.batrecup.com/category/materiaux/,200,True,current_or_historical_source_collected_2026_05_31,Materials section includes content on timber or metal framing; weak support for materials only.
batrecup,https://www.lejournaldesentreprises.com/article/batrecup-cree-une-appli-qui-propose-des-materiaux-issus-de-chantier-2047309,200,False,current_or_historical_source_collected_2026_05_31,"Secondary article names around fifteen categories including floor coverings, wall coverings and joinery."
batrecup,https://www.mayasquad.com/projet/bat-recup/,200,False,current_or_historical_source_collected_2026_05_31,App-project page describes a community marketplace for second-hand construction-site materials.
baukarussell,https://www.baukarussell.at/,200,True,history_previous_pass_or_brief_url,Current operator page: evaluates reusable items and captures components digitally during social urban mining.
baukarussell,https://www.baukarussell.at/services/,200,True,history_previous_pass_or_brief_url,Services page names sale of re:use components and materials via re:store.
baukarussell,https://www.nabe.gv.at/baukarussell-social-urban-mining/,200,False,history_previous_pass_or_brief_url,
baukarussell,https://www.ak-umwelt.at/betrieb/?issue=2018-02,200,False,current_or_historical_source_collected_2026_05_31,"Historical/secondary source lists reuse-relevant products and elements: parquet, full bricks, stoneware, natural stone, roof tiles, doors, windows, columns, beams, sanitary, radiators, stairs, railings, etc."
baukarussell,https://circulareconomyforum.at/baukarussell/,200,False,current_or_historical_source_collected_2026_05_31,"Secondary context for re-use/recycling of components in large construction projects; mentions heating systems, doors, windows, roof panels."
bauteilboerse_bremen,https://www.bauteilboerse-bremen.de/start,200,True,history_previous_pass_or_brief_url,
bauteilboerse_bremen,https://www.bauteilboerse-bremen.de/katalog,200,True,history_previous_pass_or_brief_url,"Operator catalogue remains the calibration target for doors, windows, floors, stairs, wall/floor tiles, technical and fit-out items."
bauteilboerse_bremen,https://www.bauteilboerse-bremen.de/katalog/suche,200,True,history_previous_pass_or_brief_url,
bauteilboerse_bremen,https://www.bauteilboerse-bremen.de/die-idee,200,True,history_previous_pass_or_brief_url,Idea/process page used for intake/photo and electrical-safety caution notes.
bauteilboerse_bremen,https://www.bauteilboerse-bremen.de/katalog/tueren,200,True,history_previous_pass_or_brief_url,Door category supports bt_tuer; product pages should be used to refine wood/glass/steel material pairs.
bauteilladen_winterthur,https://bauteilladen.ch/,200,True,history_previous_pass_or_brief_url,
bauteilladen_winterthur,https://bauteilladen.ch/shop/,200,True,history_previous_pass_or_brief_url,Shop/current source for broad categories; product-category pages required for material pairing.
bauteilladen_winterthur,https://bauteilladen.ch/ueber-uns/,200,True,history_previous_pass_or_brief_url,About/operator page.
bauteilladen_winterthur,https://www.cirkla.ch/en/le-reseau-du-reemploi/lannuaire/experts/bauteilladen-winterthur/,200,False,history_previous_pass_or_brief_url,Cirkla directory cross-check for Bauteilladen Winterthur.
bauteilnetz_deutschland,https://www.bauteilnetz.de/,200,True,history_previous_pass_or_brief_url,Network page; material/component evidence mostly inherited through member exchanges.
bauteilnetz_deutschland,https://www.dbu.de/projektbeispiele/das-bauteilnetz-deutschland/,200,False,history_previous_pass_or_brief_url,DBU historical source for Bauteilnetz Germany project context.
bauteilnetz_deutschland,https://www.baunetzwissen.de/nachhaltig-bauen/tipps/linkliste/bauteilnetz-deutschland-3081855,200,False,history_previous_pass_or_brief_url,Secondary link list/context.
building_spares_market,https://buildingsparesmarket.co.uk/,200,True,history_previous_pass_or_brief_url,
building_spares_market,https://buildingsparesmarket.co.uk/about/,200,True,history_previous_pass_or_brief_url,About/operator context.
building_spares_market,https://buildingsparesmarket.co.uk/sell-spare-and-second-hand-building-supplies-uk/,200,True,history_previous_pass_or_brief_url,Sell spare and second-hand building supplies page.
building_spares_market,https://buildingsparesmarket.co.uk/advert-category/general-building-materials/,200,True,history_previous_pass_or_brief_url,"General building materials category supports bricks, concrete/blocks and lintels."
cornermat_retrival,https://www.cornermat.be/,200,True,history_previous_pass_or_brief_url,
cornermat_retrival,https://www.cornermat.be/shop,200,True,history_previous_pass_or_brief_url,
cornermat_retrival,https://advitam-material.be/nl/actor/cornermat/,200,False,history_previous_pass_or_brief_url,
cornermat_retrival,https://www.cornermat.be/-2,200,True,current_or_historical_source_collected_2026_05_31,Current page: Retrival service recovering and reselling quality reclaimed materials; category detail not surfaced in readable snippet.
