"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"fallstudie/Berlin_Schildow_Pilot_House","has_programm_kontext","programm_kontext/Pilotprojekt","# Berlin-Schildow Pilot House — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen  **Arbeitsstand:** 2026-05-07   **Sprache:** Deutsch   **Regel:** Es werden nur tatsächlich wiederverwendete Bau-, Tragwerks-, Hüll-, Raum-, Technik- oder fest eingebaute Konstruktionselemente gezählt. Lose Möbel, Dekoration, reine DfD-Strategien und bloßer Bestandserhalt zählen nicht.   ## 1. EINORDNUNG  - **Entscheidung:** HAUPTFALL - **Bewertung:** ★★★★☆ - **Begründung:** Gebautes Pilotwohnha","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Berlin_Schildow_Pilot_House.md"
"fallstudie/Big_Dig_Building_Boston","has_programm_kontext","programm_kontext/Wettbewerb","# Big Dig Building, Boston/Cambridge — Fallstudie Direct Reuse / zirkuläres Bauen  **Bearbeitungsstand:** 2026-05-06   **Sprache:** Deutsch   **Regelprüfung:** Gewertet werden nur tatsächlich wiederverwendete Bau-/Konstruktionselemente. Da dieser Fall als Vorschlag/abgebrochenes Projekt belegt ist, wird er nicht als gebauter Direct-Reuse-Hauptfall gewertet.  ---  ## 1. EINORDNUNG  - **Entscheidung:** ANHANG / NICHT ALS GEBAUTEN HAUPTFALL WERTEN   - **Bewertung:** ★★☆☆☆   - **Begründung:** Das Bi","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Big_Dig_Building_Boston.md"
"fallstudie/CascadeUp_London_secondary_timber_glulam_demonstrator","has_programm_kontext","programm_kontext/Pilotprojekt","# CascadeUp / London secondary-timber glulam demonstrator — Fallstudie Direct Reuse  **Arbeitsregel:** Als Wiederverwendung gezählt werden nur wiederverwendete Bau-, Tragwerks-, Hüll-, Raum-, Technik- oder fest eingebaute Konstruktionselemente. Lose Möbel, Dekoration, reine DfD-Strategien ohne tatsächlichen Wiedereinbau sowie reiner Bestandserhalt werden nicht als Direct Reuse gewertet.  **Hinweis zur Quellenlage:** Nicht belegte Angaben sind als **unbekannt** markiert. Normnummern, Kosten, Meng","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\CascadeUp_London_secondary_timber_glulam_demonstrator.md"
"fallstudie/Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot","has_programm_kontext","programm_kontext/Pilotprojekt","# Circular Centre Netherlands / Prinsenhof A reuse pilot — Fallstudie Wiederverwendung / Direct Reuse  ## 1. EINORDNUNG - **Entscheidung:** ANHANG / WATCHLIST - **Bewertung:** ★★★☆☆ - **Begründung:** Sehr starker geplanter Direct-Reuse-Fall mit tragenden Hohlkörperdecken und Fertigteil-Fassadenelementen aus Prinsenhof A; zum Zeitpunkt der Recherche ist der neue Bau in Heerde jedoch noch nicht vollständig als gebaut belegt. Die Demontage und Aufbereitung sind gut dokumentiert. - **Vertrauensgrad:","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Circular_Centre_Netherlands_Prinsenhof_A_reuse_pilot.md"
"fallstudie/Grande_Halle_de_Colombelles","involves_foerderprogramm","foerderprogramm/FCRBE","# Grande Halle de Colombelles / Le WIP — Fallstudie Direct Reuse / zirkuläres Bauen  **Stand:** 2026-05-06   **Arbeitsregel:** Bestandserhalt der Betonhalle wird separat markiert. Als Wiederverwendung zählen nur demontierte und neu eingebaute Bau-, Hüll-, Raum-, Technik- oder feste Konstruktionselemente.  ## 1. EINORDNUNG  - **Entscheidung:** VERGLEICHSFALL - **Bewertung:** ★★★☆☆ - **Begründung:** Sehr gut belegter französischer Reuse-Referenzfall mit eigenem „Lot 01 Réemploi“, CCTP-Variantenlog","rule_high","scan_50y_has_programm_fallstudie","Gebäude\Grande_Halle_de_Colombelles.md"
"fallstudie/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","has_programm_kontext","programm_kontext/Pilotprojekt","# Härmälänranta / A-Kruunu ReCreate mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse  ## 1. EINORDNUNG - **Entscheidung:** VERGLEICHSFALL - **Bewertung:** ★★★☆☆ - **Begründung:** Reale Wiederverwendung tragender Hohlkörperdecken in einem Wohnungsneubau; technisch und prozessual relevant, aber mengenmäßig kleiner Mini-Pilot. - **Vertrauensgrad:** belegt - **Warnung Bestandserhalt:** nein - **Warnung Möbel/Dekoration:** nein - **Projektstatus:** gebaut / Einbau im Herbst 2024; Gesa","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"fallstudie/Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere","has_programm_kontext","programm_kontext/Forschungsprojekt","# Härmälänranta / A-Kruunu ReCreate mini-pilot, Tampere — Fallstudie Wiederverwendung / Direct Reuse  ## 1. EINORDNUNG - **Entscheidung:** VERGLEICHSFALL - **Bewertung:** ★★★☆☆ - **Begründung:** Reale Wiederverwendung tragender Hohlkörperdecken in einem Wohnungsneubau; technisch und prozessual relevant, aber mengenmäßig kleiner Mini-Pilot. - **Vertrauensgrad:** belegt - **Warnung Bestandserhalt:** nein - **Warnung Möbel/Dekoration:** nein - **Projektstatus:** gebaut / Einbau im Herbst 2024; Gesa","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Harmalanranta_A_Kruunu_ReCreate_mini_pilot_Tampere.md"
"fallstudie/Haus_HOS_Mehrfamilienhaus_Muehlhausen","has_programm_kontext","programm_kontext/Pilotprojekt","# Haus HOS / Mehrfamilienhaus Mühlhausen — Fallstudie Direct Reuse / Wiederverwendung von WBS70-Plattenbauteilen  **Arbeitsstand:** 2026-05-07   **Sprache:** Deutsch   **Regel:** Es werden nur tatsächlich wiederverwendete Bau-, Tragwerks-, Hüll-, Raum-, Technik- oder fest eingebaute Konstruktionselemente gezählt. Lose Möbel, Dekoration, reine DfD-Strategien und bloßer Bestandserhalt zählen nicht.   ## 1. EINORDNUNG  - **Entscheidung:** HAUPTFALL - **Bewertung:** ★★★★☆ - **Begründung:** Gebautes ","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Haus_HOS_Mehrfamilienhaus_Muehlhausen.md"
"fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","has_programm_kontext","programm_kontext/Pilotprojekt","# Juch-Areal Recyclingzentrum, Zürich-Altstetten  ## 1. EINORDNUNG - **Entscheidung:** ANHANG / FUTURE CANDIDATE - **Bewertung:** ★★★☆☆, mit Potenzial auf ★★★★★ nach Fertigstellung und Nachweis des tatsächlichen Wiedereinbaus - **Begründung:** Das Projekt ist als öffentliches Reuse-Pilotprojekt mit starker geplanter Direct Reuse belegt: eine bestehende Hallenkonstruktion soll 1:1 mit kleinen Anpassungen versetzt werden; gebrauchte Stahlbetonplatten sollen Hallenboden und Betriebsgebäude bilden. ","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
"fallstudie/Juch_Areal_Recyclingzentrum_Zuerich","has_programm_kontext","programm_kontext/Wettbewerb","# Juch-Areal Recyclingzentrum, Zürich-Altstetten  ## 1. EINORDNUNG - **Entscheidung:** ANHANG / FUTURE CANDIDATE - **Bewertung:** ★★★☆☆, mit Potenzial auf ★★★★★ nach Fertigstellung und Nachweis des tatsächlichen Wiedereinbaus - **Begründung:** Das Projekt ist als öffentliches Reuse-Pilotprojekt mit starker geplanter Direct Reuse belegt: eine bestehende Hallenkonstruktion soll 1:1 mit kleinen Anpassungen versetzt werden; gebrauchte Stahlbetonplatten sollen Hallenboden und Betriebsgebäude bilden. ","rule_medium","scan_50y_has_programm_fallstudie","Gebäude\Juch_Areal_Recyclingzentrum_Zuerich.md"
