"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"","55_Great_Suffolk_Street_London","Gebäude\55_Great_Suffolk_Street_London.md","","","","","Kosten","no_wirtschaft_token_match_or_unusable_label"
"","AWM_Muenster_Circular_Office","Gebäude\AWM_Muenster_Circular_Office.md","","","","","Beschaffungsmodell: ReUse first, Urban Mining über Concular und direkte Materialsuche; Design & Build durch urselmann interior.","no_wirtschaft_token_match_or_unusable_label"
"","AWM_Muenster_Circular_Office","Gebäude\AWM_Muenster_Circular_Office.md","","","","","Marktbarrieren: Abnahmequalität, Norm-/Prüfnachweise, Logistik, unklare Haftung, höhere Planungsflexibilität.","no_wirtschaft_token_match_or_unusable_label"
"","AWM_Muenster_Circular_Office","Gebäude\AWM_Muenster_Circular_Office.md","","","","","Qualitätserwartung | sozial/gestalterisch | Gebrauchsspuren werden oft als Mangel gesehen | Abnahme-/Akzeptanzhürde | Gestaltung, Wirtschaft | Spuren als Geschichte und Designwert | Akzeptanz aktiv gestalten | S1","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Groeditz","Gebäude\Association_house_Groeditz.md","","","","","Kosten | Keine öffentlich belastbaren Werte.","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Groeditz","Gebäude\Association_house_Groeditz.md","","","","","Beschaffungsmodell: unbekannt; direkte Beschaffung aus Rückbau naheliegend, aber nicht belegt","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Groeditz","Gebäude\Association_house_Groeditz.md","","","","","Bauteilbörse / Quelle: keine Bauteilbörse belegt","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Groeditz","Gebäude\Association_house_Groeditz.md","","","","","Marktbarrieren: Systemmix, Nachweis, Gewährleistung, fehlende Standards, knappe Dokumentation","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Groeditz","Gebäude\Association_house_Groeditz.md","","","","","Kosten | EUR","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Groeditz","Gebäude\Association_house_Groeditz.md","","","","","Quellenlücken | wissenschaftlich | wenig Primärpublikation | viele unbekannte Details | Dokument, People, Wirtschaft | Archiv prüfen | Reuse-Projekte brauchen bessere Publikation | eigene Bewertung","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Plauen","Gebäude\Association_house_Plauen.md","","","","","Kostenwirkung | Keine Kostenwerte gefunden.","no_wirtschaft_token_match_or_unusable_label"
"","Association_house_Plauen","Gebäude\Association_house_Plauen.md","","","","","Beschaffungsmodell: unbekannt; wahrscheinlich direkte Projektbeschaffung aus Rückbau, aber nicht belegt","no_wirtschaft_token_match_or_unusable_label"
