"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"bauobjekt/55_Great_Suffolk_Street_London","","Gebäude\55_Great_Suffolk_Street_London.md","","","","","55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen | 55_Great_Suffolk_Street_London | denkmalgeschütztes viktorianisches Lagerhaus, Grade II Listed | 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen | Retrofit / Conservation / Extension mit neuem außenliegendem Stahlkern | 55 Great Suffolk Street, London — Fallstudie Direct Reuse / zirkuläres Bauen | denkmalgeschütztes viktorianisches Lagerhaus, Grade II Listed | Retrofit / Conservation / Extension mit neuem außenliegendem Stahlkern | Papierwaren-/Lagerhaus, u. a. Spicer Bros paper merchants | flexible Büro-/Arbeitsplatzflächen, Retail am Erdgeschoss / amenity facilities | Opera nennt 2021–2023; ASBP/NLA nennen erwartete Fertigstellung 2024; aktueller belastbarer Fertigstellungsstatus unbekannt | unklar / Live-Projekt; Quellen nennen „Expected in 2024“, „Estimated completion September 2024“ und Hawkins\Brown führt den Status weiterhin als „Live“. Eine belastbare öffentliche Fertigstellungsmeldung wurde nicht gefunden.","no_has_bausystem_target"
"bauobjekt/AWM_Muenster_Circular_Office","","Gebäude\AWM_Muenster_Circular_Office.md","","","","","AWM Münster – Zirkulärer Büroausbau 3. OG – Fallstudie Direct Reuse / zirkuläres Bauen | AWM_Muenster_Circular_Office | altes Verwaltungsgebäude der Abfallwirtschaftsbetriebe Münster | AWM Münster – Zirkulärer Büroausbau 3. OG – Fallstudie Direct Reuse / zirkuläres Bauen | Umbau des bis dahin nicht mehr nutzbaren dritten Obergeschosses zu Büro-, Workshop-, Besprechungs-, Küchen- und Coworking-Flächen | AWM Münster – Zirkulärer Büroausbau 3. OG – Fallstudie Direct Reuse / zirkuläres Bauen | altes Verwaltungsgebäude der Abfallwirtschaftsbetriebe Münster | Umbau des bis dahin nicht mehr nutzbaren dritten Obergeschosses zu Büro-, Workshop-, Besprechungs-, Küchen- und Coworking-Flächen | Verwaltungsgebäude / nicht mehr nutzbares 3. OG | moderne Arbeitswelt mit Büros, festen/mobilen Arbeitsplätzen, Workshop- und Besprechungsräumen, Küche | Fertigstellung 2023; öffentliche Vorstellung / Meldung Januar 2024 | gebaut","no_has_bausystem_target"
"bauobjekt/Altes_Hobelwerk_Winterthur","","gebaeude\Altes_Hobelwerk_Winterthur.md","","","","","Altes Hobelwerk, Winterthur | Altes Hobelwerk, Winterthur | Bestandserhalt; minimale Instandsetzung; adaptive reuse; Quartiersinfrastruktur; industrielle Patina; Pioniernutzung; reversible Einbauten. | Das Alte Hobelwerk ist die erhaltene ehemalige Hobelfabrik bzw. Industriehalle auf dem Hobelwerk-Areal in Oberwinterthur. Die Halle wurde von baubüro in situ für die Baugenossenschaft mehr als wohnen instand gesetzt und als offener Gemeinschafts- und Quartiersraum nutzbar gemacht. Der Umbau ist kein vollständiger Ausbau zu einem normierten Innenraum, sondern eine bewusst zurückhaltende, reversible und ressourcenschonende Aktivierung des Bestands.

Gebäudebezogen ist das Alte Hobelwerk ein wichtiges Gegenmodell zu maximaler Sanierung: Die Halle bleibt weitgehend in ihrer räumlichen und materiellen Eigenart erhalten, wird zunächst unbeheizt genutzt und erhält nur die minimale Infrastruktur, die für eine Pioniernutzung als Quartierstreff erforderlich ist.","no_has_nutzung_target"
"bauobjekt/Altes_Hobelwerk_Winterthur","","gebaeude\Altes_Hobelwerk_Winterthur.md","","","","","Altes Hobelwerk, Winterthur | Altes_Hobelwerk_Winterthur | Altes Hobelwerk, Winterthur | Bestandserhalt; minimale Instandsetzung; adaptive reuse; Quartiersinfrastruktur; industrielle Patina; Pioniernutzung; reversible Einbauten. | Altes Hobelwerk, Winterthur | Bestandserhalt; minimale Instandsetzung; adaptive reuse; Quartiersinfrastruktur; industrielle Patina; Pioniernutzung; reversible Einbauten. | Altes Hobelwerk, Winterthur | Bestandserhalt; minimale Instandsetzung; adaptive reuse; Quartiersinfrastruktur; industrielle Patina; Pioniernutzung; reversible Einbauten. | Das Alte Hobelwerk ist die erhaltene ehemalige Hobelfabrik bzw. Industriehalle auf dem Hobelwerk-Areal in Oberwinterthur. Die Halle wurde von baubüro in situ für die Baugenossenschaft mehr als wohnen instand gesetzt und als offener Gemeinschafts- und Quartiersraum nutzbar gemacht. Der Umbau ist kein vollständiger Ausbau zu einem normierten Innenraum, sondern eine bewusst zurückhaltende, reversible und ressourcenschonende Aktivierung des Bestands.

Gebäudebezogen ist das Alte Hobelwerk ein wichtiges Gegenmodell zu maximaler Sanierung: Die Halle bleibt weitgehend in ihrer räumlichen und materiellen Eigenart erhalten, wird zunächst unbeheizt genutzt und erhält nur die minimale Infrastruktur, die für eine Pioniernutzung als Quartierstreff erforderlich ist. | Altes Hobelwerk, Winterthur | Bestandserhalt; minimale Instandsetzung; adaptive reuse; Quartiersinfrastruktur; industrielle Patina; Pioniernutzung; reversible Einbauten. | Das Alte Hobelwerk ist die erhaltene ehemalige Hobelfabrik bzw. Industriehalle auf dem Hobelwerk-Areal in Oberwinterthur. Die Halle wurde von baubüro in situ für die Baugenossenschaft mehr als wohnen instand gesetzt und als offener Gemeinschafts- und Quartiersraum nutzbar gemacht. Der Umbau ist kein vollständiger Ausbau zu einem normierten Innenraum, sondern eine bewusst zurückhaltende, reversible und ressourcenschonende Aktivierung des Bestands.

Gebäudebezogen ist das Alte Hobelwerk ein wichtiges Gegenmodell zu maximaler Sanierung: Die Halle bleibt weitgehend in ihrer räumlichen und materiellen Eigenart erhalten, wird zunächst unbeheizt genutzt und erhält nur die minimale Infrastruktur, die für eine Pioniernutzung als Quartierstreff erforderlich ist.","no_has_bausystem_target"
"bauobjekt/Altes_Hobelwerk_Winterthur","","gebaeude\Altes_Hobelwerk_Winterthur.md","","","","","Altes Hobelwerk, Winterthur | Altes Hobelwerk, Winterthur | Bestandserhalt; minimale Instandsetzung; adaptive reuse; Quartiersinfrastruktur; industrielle Patina; Pioniernutzung; reversible Einbauten. | Das Alte Hobelwerk ist die erhaltene ehemalige Hobelfabrik bzw. Industriehalle auf dem Hobelwerk-Areal in Oberwinterthur. Die Halle wurde von baubüro in situ für die Baugenossenschaft mehr als wohnen instand gesetzt und als offener Gemeinschafts- und Quartiersraum nutzbar gemacht. Der Umbau ist kein vollständiger Ausbau zu einem normierten Innenraum, sondern eine bewusst zurückhaltende, reversible und ressourcenschonende Aktivierung des Bestands.

Gebäudebezogen ist das Alte Hobelwerk ein wichtiges Gegenmodell zu maximaler Sanierung: Die Halle bleibt weitgehend in ihrer räumlichen und materiellen Eigenart erhalten, wird zunächst unbeheizt genutzt und erhält nur die minimale Infrastruktur, die für eine Pioniernutzung als Quartierstreff erforderlich ist.","no_has_bauobjektstatus_target"
"bauobjekt/Areal_Walkeweg_Nord","","gebaeude\Areal_Walkeweg_Nord.md","","","","","Areal Walkeweg Nord | Entwerfen mit Bestand; Bauteilwiederverwendung im Neubau; sozialer Wohnungsbau; kommunale Arealentwicklung; ressourcenschonender Betonbau; Re-Use-Wettbewerbe. | Das Areal Walkeweg Nord in Basel ist ein kommunales Entwicklungsgebiet für preisgünstigen Wohnraum und soziale Infrastruktur. Für die Baufelder C und D wurde ein Neubauprojekt mit expliziter Bauteilwiederverwendung ausgelobt; das Siegerprojekt `Elementa` von PARABASE sieht die konstruktive und gestalterische Integration wiedergewonnener Betonfertigteile aus dem Rückbau kantonaler bzw. regionaler Bestandsbauten vor, besonders aus dem Lysbüchel-Parkhaus. Die Datei behandelt Walkeweg Nord als gebäudebezogene Fallstudie: nicht als allgemeine Quartiersseite, sondern als Beispiel dafür, wie ein Neubau als Aufnahmegebäude für großformatige Re-Use-Bauteile geplant wird.","no_has_bauobjektstatus_target"
"bauobjekt/Association_house_Groeditz","","Gebäude\Association_house_Groeditz.md","","","","","Association house, Gröditz — Fallstudie Direct Reuse / Wiederverwendung von Betonfertigteilen | Sport-/Vereinshaus","no_has_nutzung_target"
"bauobjekt/Association_house_Plauen","","Gebäude\Association_house_Plauen.md","","","","","Association house, Plauen — Fallstudie Direct Reuse / Wiederverwendung von Betonfertigteilen | Sport-/Vereinshaus","no_has_nutzung_target"
"bauobjekt/BOELL_LAB_Berlin","","gebaeude\BOELL_LAB_Berlin.md","","","","","BOELL.LAB, Berlin | BOELL_LAB_Berlin | BOELL.LAB, Berlin | zirkulärer Neubau im denkmalgeschützten Stadtensemble; öffentlicher Bildungs- und Veranstaltungsbau; Bauen in planetaren Grenzen; Design for Disassembly; Low-Tech; modulare Holzkonstruktion; Weiterbauen im Bestand; öffentliche Bauherrschaft / Zuwendung; Reallabor Bauwende. | BOELL.LAB, Berlin | zirkulärer Neubau im denkmalgeschützten Stadtensemble; öffentlicher Bildungs- und Veranstaltungsbau; Bauen in planetaren Grenzen; Design for Disassembly; Low-Tech; modulare Holzkonstruktion; Weiterbauen im Bestand; öffentliche Bauherrschaft / Zuwendung; Reallabor Bauwende. | BOELL.LAB, Berlin | zirkulärer Neubau im denkmalgeschützten Stadtensemble; öffentlicher Bildungs- und Veranstaltungsbau; Bauen in planetaren Grenzen; Design for Disassembly; Low-Tech; modulare Holzkonstruktion; Weiterbauen im Bestand; öffentliche Bauherrschaft / Zuwendung; Reallabor Bauwende. | BOELL.LAB ist ein von LXSY Architektur und asp Architekten entwickeltes Konzept für einen multifunktionalen, zweigeschossigen Neubau an der Berliner Karl-Marx-Allee. Auftraggeberin und vorgesehene Nutzerin ist die Heinrich-Böll-Stiftung. Das Gebäude sollte unmittelbar neben dem Kino International und gegenüber dem Café Moskau als neuer Pavillon bzw. Sonderbau in das denkmalgeschützte Ensemble der Karl-Marx-Allee eingefügt werden.

Gebäudebezogen ist BOELL.LAB ein Referenzfall für die Frage, wie ein Neubau in einem starken Bestand nicht nur gestalterisch, sondern auch ressourcenlogisch antworten kann. Der Entwurf verbindet öffentliche politische Bildungsarbeit, Veranstaltungsräume, Ausstellungen, Böll-Lab, Gastronomie, Schulung und offene Arbeitswelten mit einer modularen, rückbaubaren, ressourcenschonenden Konstruktion. **Statushinweis:** Die LXSY-Projektseite führt das Projekt weiterhin als „In Planung“ mit Jahr 2023. Ein späterer LinkedIn-Beitrag von LXSY meldet jedoch, dass der geplante Erweiterungsbau in der Karl-Marx-Allee nach Prüfung eingestellt wurde. Der Realisierungsstatus ist daher als eingestellt bzw. mindestens widersprüchlich dokumentiert zu behandeln und vor weiterer Verwendung projektseitig zu verifizieren. | Die LXSY-Projektseite führt das Projekt weiterhin als „In Planung“ mit Jahr 2023. Ein späterer LinkedIn-Beitrag von LXSY meldet jedoch, dass der geplante Erweiterungsbau in der Karl-Marx-Allee nach Prüfung eingestellt wurde. Der Realisierungsstatus ist daher | BOELL.LAB, Berlin | zirkulärer Neubau im denkmalgeschützten Stadtensemble; öffentlicher Bildungs- und Veranstaltungsbau; Bauen in planetaren Grenzen; Design for Disassembly; Low-Tech; modulare Holzkonstruktion; Weiterbauen im Bestand; öffentliche Bauherrschaft / Zuwendung; Reallabor Bauwende. | BOELL.LAB ist ein von LXSY Architektur und asp Architekten entwickeltes Konzept für einen multifunktionalen, zweigeschossigen Neubau an der Berliner Karl-Marx-Allee. Auftraggeberin und vorgesehene Nutzerin ist die Heinrich-Böll-Stiftung. Das Gebäude sollte unmittelbar neben dem Kino International und gegenüber dem Café Moskau als neuer Pavillon bzw. Sonderbau in das denkmalgeschützte Ensemble der Karl-Marx-Allee eingefügt werden.

Gebäudebezogen ist BOELL.LAB ein Referenzfall für die Frage, wie ein Neubau in einem starken Bestand nicht nur gestalterisch, sondern auch ressourcenlogisch antworten kann. Der Entwurf verbindet öffentliche politische Bildungsarbeit, Veranstaltungsräume, Ausstellungen, Böll-Lab, Gastronomie, Schulung und offene Arbeitswelten mit einer modularen, rückbaubaren, ressourcenschonenden Konstruktion. **Statushinweis:** Die LXSY-Projektseite führt das Projekt weiterhin als „In Planung“ mit Jahr 2023. Ein späterer LinkedIn-Beitrag von LXSY meldet jedoch, dass der geplante Erweiterungsbau in der Karl-Marx-Allee nach Prüfung eingestellt wurde. Der Realisierungsstatus ist daher als eingestellt bzw. mindestens widersprüchlich dokumentiert zu behandeln und vor weiterer Verwendung projektseitig zu verifizieren. | Die LXSY-Projektseite führt das Projekt weiterhin als „In Planung“ mit Jahr 2023. Ein späterer LinkedIn-Beitrag von LXSY meldet jedoch, dass der geplante Erweiterungsbau in der Karl-Marx-Allee nach Prüfung eingestellt wurde. Der Realisierungsstatus ist daher","no_has_bausystem_target"
"bauobjekt/BOELL_LAB_Berlin","","gebaeude\BOELL_LAB_Berlin.md","","","","","BOELL.LAB, Berlin | BOELL.LAB, Berlin | zirkulärer Neubau im denkmalgeschützten Stadtensemble; öffentlicher Bildungs- und Veranstaltungsbau; Bauen in planetaren Grenzen; Design for Disassembly; Low-Tech; modulare Holzkonstruktion; Weiterbauen im Bestand; öffentliche Bauherrschaft / Zuwendung; Reallabor Bauwende. | BOELL.LAB ist ein von LXSY Architektur und asp Architekten entwickeltes Konzept für einen multifunktionalen, zweigeschossigen Neubau an der Berliner Karl-Marx-Allee. Auftraggeberin und vorgesehene Nutzerin ist die Heinrich-Böll-Stiftung. Das Gebäude sollte unmittelbar neben dem Kino International und gegenüber dem Café Moskau als neuer Pavillon bzw. Sonderbau in das denkmalgeschützte Ensemble der Karl-Marx-Allee eingefügt werden.

Gebäudebezogen ist BOELL.LAB ein Referenzfall für die Frage, wie ein Neubau in einem starken Bestand nicht nur gestalterisch, sondern auch ressourcenlogisch antworten kann. Der Entwurf verbindet öffentliche politische Bildungsarbeit, Veranstaltungsräume, Ausstellungen, Böll-Lab, Gastronomie, Schulung und offene Arbeitswelten mit einer modularen, rückbaubaren, ressourcenschonenden Konstruktion. **Statushinweis:** Die LXSY-Projektseite führt das Projekt weiterhin als „In Planung“ mit Jahr 2023. Ein späterer LinkedIn-Beitrag von LXSY meldet jedoch, dass der geplante Erweiterungsbau in der Karl-Marx-Allee nach Prüfung eingestellt wurde. Der Realisierungsstatus ist daher als eingestellt bzw. mindestens widersprüchlich dokumentiert zu behandeln und vor weiterer Verwendung projektseitig zu verifizieren. | Die LXSY-Projektseite führt das Projekt weiterhin als „In Planung“ mit Jahr 2023. Ein späterer LinkedIn-Beitrag von LXSY meldet jedoch, dass der geplante Erweiterungsbau in der Karl-Marx-Allee nach Prüfung eingestellt wurde. Der Realisierungsstatus ist daher","no_has_bauobjektstatus_target"
