"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_reuse_einsatzstatus","reuse_einsatzstatus/Unklar","unklar / Live-Projekt; Quellen nennen „Expected in 2024“, „Estimated completion September 2024“ und Hawkins\Brown führt den Status weiterhin als „Live“. Eine belastbare öffentliche Fertigstellungsmeldung wurde nicht gefunden.","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_reuse_einsatzstatus","reuse_einsatzstatus/Unklar","unklar / Live-Projekt; Quellen nennen „Expected in 2024“, „Estimated completion September 2024“ und Hawkins\Brown führt den Status weiterhin als „Live“. Eine belastbare öffentliche Fertigstellungsmeldung wurde nicht gefunden.","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_reuse_einsatzstatus","reuse_einsatzstatus/Unklar","unklar / Live-Projekt; Quellen nennen „Expected in 2024“, „Estimated completion September 2024“ und Hawkins\Brown führt den Status weiterhin als „Live“. Eine belastbare öffentliche Fertigstellungsmeldung wurde nicht gefunden.","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\55_Great_Suffolk_Street_London.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__003__Kabeltrassen_als_Regale","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__005__Wandverkleidung_aus_Stuhllehnen_sitzen","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__006__Sideboard_Holzeinbauten","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__008__Lehmbauw_nde","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/AWM_Muenster_Circular_Office__010__M_bel","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\AWM_Muenster_Circular_Office.md"
"reuse_einsatz/Association_house_Groeditz__001__Au_enwand_Fertigteile","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__002__Innenwand_Fertigteile","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__003__Innenwandrahmen","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__004__Deckenelemente","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__005__Sockel_Plinthenplatten","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__006__Treppen","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Groeditz__007__WBS70_Paneele","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Groeditz.md"
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__002__Au_enwandelemente","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__003__Innenwandelemente","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/Association_house_Plauen__004__Kellerwandelemente","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\Association_house_Plauen.md"
"reuse_einsatz/BedZED_London_Hackbridge__001__Stahlrahmen_Stahlprofile","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/BedZED_London_Hackbridge__003__Holzst_nder_Wandst_nder","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/BedZED_London_Hackbridge__004__T_ren","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/BedZED_London_Hackbridge__005__Ger_strohre_als_Rampen_Gel_nder_Balustraden","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/BedZED_London_Hackbridge__006__Bordsteine","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\BedZED_London_Hackbridge.md"
"reuse_einsatz/BedZED_London_Hackbridge__007__Natursteinplatten_paving_slabs","has_reuse_einsatzstatus","reuse_einsatzstatus/Realisiert","gebaut","rule_high","case_50c_reuse_einsatzstatus_project_status","Gebäude\BedZED_London_Hackbridge.md"
