"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/55_Great_Suffolk_Street_London__004__Bestandslagerhaus","","","","","","","Bestand","non_direct_reuse_abgrenzung"
"reuse_einsatz/55_Great_Suffolk_Street_London__005__Br_ckenlinks_zum_Kern","","","","","","","unbekannt","not_reusable_enough_for_connection_edge"
"reuse_einsatz/55_Great_Suffolk_Street_London__006__Fassadenbekleidung_externer_Kern","","","","","","","unbekannt","non_direct_reuse_abgrenzung"
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/AWM_Muenster_Circular_Office__003__Kabeltrassen_als_Regale","","","","","","","Spezialhalterungen","non_direct_reuse_abgrenzung"
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/AWM_Muenster_Circular_Office__005__Wandverkleidung_aus_Stuhllehnen_sitzen","","","","","","","unbekannt","non_direct_reuse_abgrenzung"
"reuse_einsatz/AWM_Muenster_Circular_Office__006__Sideboard_Holzeinbauten","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/AWM_Muenster_Circular_Office__007__Hanfkalksteine","","","","","","","unbekannt","not_reusable_enough_for_connection_edge"
"reuse_einsatz/AWM_Muenster_Circular_Office__008__Lehmbauw_nde","","","","","","","unbekannt","non_direct_reuse_abgrenzung"
"reuse_einsatz/AWM_Muenster_Circular_Office__009__Akustik_Baffeln","","","","","","","unbekannt","non_direct_reuse_abgrenzung"
"reuse_einsatz/AWM_Muenster_Circular_Office__010__M_bel","","","","","","","nicht relevant","non_direct_reuse_abgrenzung"
"reuse_einsatz/Association_house_Groeditz__001__Au_enwand_Fertigteile","","","","","","","überlappende Fassaden-Fertigteile erwähnt","no_precise_connection_target"
"reuse_einsatz/Association_house_Groeditz__003__Innenwandrahmen","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Groeditz__004__Deckenelemente","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Groeditz__005__Sockel_Plinthenplatten","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Groeditz__006__Treppen","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Groeditz__007__WBS70_Paneele","","","","","","","Ziegelausgleich/Überlappung im Projektkontext erwähnt","no_precise_connection_target"
"reuse_einsatz/Association_house_Groeditz__008__Fenster_T_ren_Dach_Gel_nder_Bodenaufbauten_TGA_D","","","","","","","unbekannt","not_reusable_enough_for_connection_edge"
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Plauen__002__Au_enwandelemente","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Plauen__003__Innenwandelemente","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Plauen__004__Kellerwandelemente","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/Association_house_Plauen__005__Tr_ger","","","","","","","unbekannt","not_reusable_enough_for_connection_edge"
"reuse_einsatz/Association_house_Plauen__006__St_tzen","","","","","","","unbekannt","not_reusable_enough_for_connection_edge"
"reuse_einsatz/Association_house_Plauen__007__Fenster_T_ren_Dach_Treppen_Gel_nder_TGA_D_mmung","","","","","","","unbekannt","not_reusable_enough_for_connection_edge"
"reuse_einsatz/BedZED_London_Hackbridge__001__Stahlrahmen_Stahlprofile","","","","","","","Anschlussdetails für Profilvarianten","no_precise_connection_target"
"reuse_einsatz/BedZED_London_Hackbridge__002__Curved_steel_sections","","","","","","","unbekannt","not_reusable_enough_for_connection_edge"
"reuse_einsatz/BedZED_London_Hackbridge__003__Holzst_nder_Wandst_nder","","","","","","","Schrauben/Nägel unbekannt","no_precise_connection_target"
"reuse_einsatz/BedZED_London_Hackbridge__004__T_ren","","","","","","","Beschläge unbekannt","no_precise_connection_target"
"reuse_einsatz/BedZED_London_Hackbridge__005__Ger_strohre_als_Rampen_Gel_nder_Balustraden","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/BedZED_London_Hackbridge__006__Bordsteine","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/BedZED_London_Hackbridge__007__Natursteinplatten_paving_slabs","","","","","","","unbekannt","no_precise_connection_target"
"reuse_einsatz/BedZED_London_Hackbridge__008__Recycling_Glas_Sand_unter_Pflaster","","","","","","","lose Schüttung","non_direct_reuse_abgrenzung"
"reuse_einsatz/BedZED_London_Hackbridge__009__Feste_Einbauten_K_chenteile","","","","","","","unbekannt","non_direct_reuse_abgrenzung"
