"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_bauteilebene","bauteilebene/System","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_medium","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_bauteilzustand","bauteilzustand/Geprueft","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_medium","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_high","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","Stahlprofile für neuen externen Kern | Baustahl | 1 Broadgate + Cleveland Steel and Tubes | Tragwerk eines donor building / reclaimed stock | Tragstruktur externer Service- und Erschließungskern | 20.35 t; 97 % von 20.98 t Stahlwerk | ja | indirekt, als Träger von Servicekern | Anbauteile entfernt, Löcher gefüllt, getestet, CE markiert | Testing centres; CE marking | Tragfähigkeit, Schweißbarkeit, Nachweisbarkeit | Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_medium","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_bauteilebene","bauteilebene/System","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_medium","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_bauteilzustand","bauteilzustand/Geprueft","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_medium","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_funktionswechsel","funktionswechsel/Gleiche_Funktion","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_high","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_funktionswechsel","funktionswechsel/Konstruktive_Funktion","Stahl aus 1 Broadgate | Baustahl | donor site 1 Broadgate, City of London | Stahlrahmen eines abgebrochenen Bürogebäudes | Teil des neuen Kerntragwerks | 8.3 t / ca. 43 % des reused steel | ja | nein | Concrete casings entfernt, hot-cut ends; Weiterbearbeitung | getestet / CE | strukturelle Verwendung | timing donor/receiver, Profilverfügbarkeit","rule_medium","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_bauteilebene","bauteilebene/Materialcharge","Reclaimed stock von Cleveland | Baustahl | Cleveland Steel and Tubes | reclaimed stock / surplus | Teil des neuen Kerntragwerks | 11.1 t / ca. 57 % des reused steel | ja | nein | Lagerung, Restaurierung, Rezertifizierung | testing / CE | strukturelle Verwendung | Marktliquidität","rule_high","label_50p_has_bauteilprofil_component_profile",""
"reuse_einsatz/55_Great_Suffolk_Street_London__003__Reclaimed_stock_von_Cleveland","has_bauteilzustand","bauteilzustand/Geprueft","Reclaimed stock von Cleveland | Baustahl | Cleveland Steel and Tubes | reclaimed stock / surplus | Teil des neuen Kerntragwerks | 11.1 t / ca. 57 % des reused steel | ja | nein | Lagerung, Restaurierung, Rezertifizierung | testing / CE | strukturelle Verwendung | Marktliquidität","rule_medium","label_50p_has_bauteilprofil_component_profile",""
