"source","relation","target","raw_label","confidence","resolution_rule","legacy_path"
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_huerde","huerde/Bauproduktstatus","Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_huerde","huerde/Brandschutzkonflikt","Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/55_Great_Suffolk_Street_London__001__Stahlprofile_f_r_neuen_externen_Kern","has_huerde","huerde/Technische_Freigabe","Profilgrößen, Services, Aufbereitung, Zertifizierung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_huerde","huerde/Bauproduktstatus","timing donor/receiver, Profilverfügbarkeit","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/55_Great_Suffolk_Street_London__002__Stahl_aus_1_Broadgate","has_huerde","huerde/Mengenunsicherheit","timing donor/receiver, Profilverfügbarkeit","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_huerde","huerde/Toleranzen","Passung, Transport, Glaszustand","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/AWM_Muenster_Circular_Office__001__Glastrennw_nde_und_T_ren","has_huerde","huerde/Materialqualitaet_Unklar","Passung, Transport, Glaszustand","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_huerde","huerde/Materialqualitaet_Unklar","Zustand/Passung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/AWM_Muenster_Circular_Office__002__WC_Trennw_nde","has_huerde","huerde/Toleranzen","Zustand/Passung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","has_huerde","huerde/Bauproduktstatus","Zulassung/Haftung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/AWM_Muenster_Circular_Office__004__Kabeltrassen_und_LED_Leuchten","has_huerde","huerde/Gewaehrleistung","Zulassung/Haftung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Groeditz__001__Au_enwand_Fertigteile","has_huerde","huerde/Entwurfsbindung","Maß-/Anschlussdetails","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Groeditz__001__Au_enwand_Fertigteile","has_huerde","huerde/Kompatibilitaetsproblem","Maß-/Anschlussdetails","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Groeditz__003__Innenwandrahmen","has_huerde","huerde/Entwurfsbindung","Geometrie","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Groeditz__004__Deckenelemente","has_huerde","huerde/Kompatibilitaetsproblem","Anschluss, Betondeckung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Groeditz__005__Sockel_Plinthenplatten","has_huerde","huerde/Kompatibilitaetsproblem","Anschluss","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","has_huerde","huerde/Entwurfsbindung","Geometrie, Nachweis, Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","has_huerde","huerde/Anschlussproblem","Geometrie, Nachweis, Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Plauen__001__Decken_Bodenplatten","has_huerde","huerde/Kompatibilitaetsproblem","Geometrie, Nachweis, Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Association_house_Plauen__002__Au_enwandelemente","has_huerde","huerde/Kompatibilitaetsproblem","Hülle/Anschluss/Wärmebrücken","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BedZED_London_Hackbridge__001__Stahlrahmen_Stahlprofile","has_huerde","huerde/Mengenunsicherheit","Profilverfügbarkeit; gebogene Profile nicht verfügbar/akzeptiert","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BedZED_London_Hackbridge__001__Stahlrahmen_Stahlprofile","has_huerde","huerde/Terminunsicherheit","Profilverfügbarkeit; gebogene Profile nicht verfügbar/akzeptiert","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BedZED_London_Hackbridge__003__Holzst_nder_Wandst_nder","has_huerde","huerde/Brandschutzkonflikt","Aufbereitung und Zuschnitt nötig","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__001__zugeschnittene_Betonfertigteile","has_huerde","huerde/Kompatibilitaetsproblem","Zuschnitt und Anschlussdetails","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__002__Deckenplatten_als_Ursprungsbauteile","has_huerde","huerde/Entwurfsbindung","Geometrie, Lagerung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__003__Innenwandplatten_als_Ursprungsbauteile","has_huerde","huerde/Anschlussproblem","Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__003__Innenwandplatten_als_Ursprungsbauteile","has_huerde","huerde/Kompatibilitaetsproblem","Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House_2__008__Dach","has_huerde","huerde/Entwurfsbindung","ungewöhnliche Geometrie","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House__001__zugeschnittene_Betonfertigteile","has_huerde","huerde/Anschlussproblem","Maßanpassung, Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House__001__zugeschnittene_Betonfertigteile","has_huerde","huerde/Entwurfsbindung","Maßanpassung, Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House__003__Innenwandplatten","has_huerde","huerde/Anschlussproblem","Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House__003__Innenwandplatten","has_huerde","huerde/Kompatibilitaetsproblem","Anschlüsse","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Berlin_Schildow_Pilot_House__005__Dach_Satteldach","has_huerde","huerde/Entwurfsbindung","ungewöhnliche Geometrie","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/Big_Dig_House_Lexington_Massachusetts__001__Stahltr_ger","has_huerde","huerde/Toleranzen","Transport, Gewicht, Einpassung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__001__Tr_ger_St_tzen_Stahlrahmen","has_huerde","huerde/Mengenunsicherheit","Nachweis Bestandsstahl, Passung in Neubau","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__001__Tr_ger_St_tzen_Stahlrahmen","has_huerde","huerde/Toleranzen","Nachweis Bestandsstahl, Passung in Neubau","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__003__W_nde_Innenw_nde","has_huerde","huerde/Bauproduktstatus","Passung / Zulassung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__003__W_nde_Innenw_nde","has_huerde","huerde/Toleranzen","Passung / Zulassung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__004__Fassadenmaterial_Gabionenf_llung","has_huerde","huerde/Witterung_Feuchte","Materialqualität, Frost, Wasser","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BioPartner_5_Leiden_Oegstgeest__007__Sanit_r","has_huerde","huerde/Haftung","Akzeptanz Installateur, Gewährleistung","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BlueCity_Offices_Rotterdam__001__Fensterrahmen_Red_Cedar_Rahmen","has_huerde","huerde/Anschlussproblem","Maße vorgegeben, Glaszustand","rule_high","label_50g_has_huerde_frontmatter",""
"reuse_einsatz/BlueCity_Offices_Rotterdam__001__Fensterrahmen_Red_Cedar_Rahmen","has_huerde","huerde/Entwurfsbindung","Maße vorgegeben, Glaszustand","rule_high","label_50g_has_huerde_frontmatter",""
