"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"","55_Great_Suffolk_Street_London","Gebäude\55_Great_Suffolk_Street_London.md","","","","","Keine belegten Schadstoffangaben zum Stahl | Paint/shear studs erwähnt, Schadstoff nicht","no_schadstoff_token_match_or_unusable_label"
"","BedZED_London_Hackbridge","Gebäude\BedZED_London_Hackbridge.md","","","","","Rost/Scaling/Materialzustand geprüft | Qualitäts-/Schadensprüfung | Keine konkreten Schadstoffe genannt","no_schadstoff_token_match_or_unusable_label"
"","Big_Dig_House_Lexington_Massachusetts","Gebäude\Big_Dig_House_Lexington_Massachusetts.md","","","","","keine Angaben","no_schadstoff_token_match_or_unusable_label"
"","Boulder_Fire_Station_3","Gebäude\Boulder_Fire_Station_3.md","","","","","Donor Hospital / Stahl | keine belastbare Angabe","no_schadstoff_token_match_or_unusable_label"
"","Brent_Cross_Town_Primary_Substation_London","Gebäude\Brent_Cross_Town_Primary_Substation_London.md","","","","","keine Angaben","no_schadstoff_token_match_or_unusable_label"
"","Grubenstrasse_29_Werkhof_29_Zuerich","Gebäude\Grubenstrasse_29_Werkhof_29_Zuerich.md","","","","","mögliche Rückbau-/Bestandsprüfung | keine belegten Angaben","no_schadstoff_token_match_or_unusable_label"
"","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","","","","","keine gesicherten Schadstoffangaben | concrete encasement, pre-war steel ≠ Schadstoffnachweis","no_schadstoff_token_match_or_unusable_label"
"","Montessori_Maassluis","Gebäude\Montessori_Maassluis.md","","","","","Donor-Decken | keine Herkunftsdaten","no_schadstoff_token_match_or_unusable_label"
"","Recyclinghaus_Hannover","Gebäude\Recyclinghaus_Hannover.md","","","","","Faserzement/Eternit potenziell relevant | mögliche Prüfung erforderlich | Asbeststatus nicht belegt; keine Annahme","no_schadstoff_token_match_or_unusable_label"
"","Resilience_La_Ferme_des_Possibles_Stains","Gebäude\Resilience_La_Ferme_des_Possibles_Stains.md","","","","","keine konkrete Schadstoffprüfung belegt","no_schadstoff_token_match_or_unusable_label"
"","Svanen_Kindergarten_Gladsaxe","Gebäude\Svanen_Kindergarten_Gladsaxe.md","","","","","chemische Anforderungen des Nordic Swan Ecolabel | Material-/Innenraumprüfung | keine spezifischen Schadstoffe genannt","no_schadstoff_token_match_or_unusable_label"
"","Villa_Welpeloo_Enschede","Gebäude\Villa_Welpeloo_Enschede.md","","","","","toxische Bahnschwellen/-platten als verworfene Option | Hürde in Materialwahl | genaue Stoffe unbekannt","no_schadstoff_token_match_or_unusable_label"
"","Woongroep_Boschgaard_Den_Bosch","Gebäude\Woongroep_Boschgaard_Den_Bosch.md","","","","","möglicher Prüfbereich | für geerntete Bauteile nicht öffentlich belegt","no_schadstoff_token_match_or_unusable_label"
