"source","case_id","legacy_path","value","relationship","confidence_source","note","raw_label","reason"
"","BioPartner_5_Leiden_Oegstgeest","Gebäude\BioPartner_5_Leiden_Oegstgeest.md","","","","","DGBC / NIBE Paris Proof embodied | Klimaziel-/Bilanzrahmen | keine Baunormnummer","no_recht_token_match_or_unusable_label"
"","Europa_Building_Brussels","Gebäude\Europa_Building_Brussels.md","","","","","Teile des Residence Palace 2004 gelistet | Bestandserhalt/Denkmal | Erhalt nicht als Direct Reuse zählen","no_recht_token_match_or_unusable_label"
"","Holbein_Gardens_London","Gebäude\Holbein_Gardens_London.md","","","","","SCI P427/P440; EN 1090 im allgemeinen Stahlreuse-Kontext | Prüf-/Ausführungsrahmen | Projektbezogen P427 belegt; EN 1090 als Kontextquelle.","no_recht_token_match_or_unusable_label"
"","House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain","Gebäude\House_of_Fraser_318_Oxford_Street_TBC_London_reuse_chain.md","","","","","Conservation Area / listed context near Tower Bridge | städtebaulicher Kontext TBC | nicht Reuse-spezifisch","no_recht_token_match_or_unusable_label"
"","K118_Kopfbau_Halle_118_Winterthur","Gebäude\K118_Kopfbau_Halle_118_Winterthur.md","","","","","keine konkrete Normnummer öffentlich | Projektnachweise nicht vollständig offen","no_recht_token_match_or_unusable_label"
"","Maison_DnA_Asse","Gebäude\Maison_DnA_Asse.md","","","","","EPB / Energieperformance-Kontext | Anlass für Konstruktionskritik | Normnummern nicht genannt","no_recht_token_match_or_unusable_label"
"","Multi_Brussels_Reuse_in_MULTI","Gebäude\Multi_Brussels_Reuse_in_MULTI.md","","","","","BREEAM Excellent | Nachhaltigkeitszertifizierung | kein Reuse-Normnachweis","no_recht_token_match_or_unusable_label"
"","Musee_de_Folklore_Mouscron","Gebäude\Musee_de_Folklore_Mouscron.md","","","","","Kunstintegration in öffentlichen Gebäuden | Rahmen des Reuse-Konzepts | Décret / Integration d’œuvres d’art.","no_recht_token_match_or_unusable_label"
"","Roots_in_the_Sky_Blackfriars_Crown_Court","Gebäude\Roots_in_the_Sky_Blackfriars_Crown_Court.md","","","","","Southwark Planning / neue Planung 25/AP/2203 | Nachfolgeplanung mit Abriss | Reuse-Fall nicht mehr aktueller Projektstand","no_recht_token_match_or_unusable_label"
"","Svanen_Kindergarten_Gladsaxe","Gebäude\Svanen_Kindergarten_Gladsaxe.md","","","","","Nordic Swan Ecolabel / Svanemærket | Zertifizierung | keine Baunormnummer","no_recht_token_match_or_unusable_label"
"","Svanen_Kindergarten_Gladsaxe","Gebäude\Svanen_Kindergarten_Gladsaxe.md","","","","","Zulassung | Nordic Swan Ecolabel als Zertifizierung | Material-, Chemikalien-, Qualitätssicherung | Svanemærket/Nordic Swan | Drittprüfung im Labelsystem | Reuse + strenge Materialanforderungen | Zertifizierungsprozess | [S10]","no_recht_token_match_or_unusable_label"
"","gjG_House_Gentbrugge","Gebäude\gjG_House_Gentbrugge.md","","","","","EPB | Energieperformance-Bezug | konkrete Norm-/Rechtsnummer unbekannt","no_recht_token_match_or_unusable_label"
